District,Year,Total Income
WARANGAL,2020,14846.34713
WARANGAL,2021,28528.03839
WARANGAL,2022,38109.6088
WARANGAL,2023,35968.0952
WARANGAL,2024,48788.07406
WARANGAL,2025,52570.16427
WARDHA,2014,17463.91319
WARDHA,2015,17219.45348
WARDHA,2016,14466.09449
WARDHA,2017,14036.27908
WARDHA,2018,18179.5975
WARDHA,2019,18516.84869
WARDHA,2020,10719.24829
WARDHA,2021,19160.80914
WARDHA,2022,17986.42579
WARDHA,2023,19802.55019
WARDHA,2024,22439.09823
WARDHA,2025,16061.42437
WASHIM,2016,10750.95401
WASHIM,2017,12172.68241
WASHIM,2018,11686.59543
WASHIM,2019,12764.87758
WASHIM,2020,8890.689578
WASHIM,2021,15293.16163
WASHIM,2022,15609.57456
WASHIM,2023,17212.47877
WASHIM,2024,29221.09791
WASHIM,2025,43107.60008
WAYANAD,2014,8998.621028
WAYANAD,2015,12099.17416
WAYANAD,2016,11756.0508
WAYANAD,2017,12867.61584
WAYANAD,2018,9378.639133
WAYANAD,2019,13811.96724
WAYANAD,2020,10450.28234
WAYANAD,2021,13500.93475
WAYANAD,2022,20028.33605
WAYANAD,2023,21957.26934
WAYANAD,2024,25803.74309
WAYANAD,2025,31861.30174
WEST,2014,29838.26527
WEST,2015,22336.20291
WEST,2016,32893.17579
WEST,2017,44225.58326
WEST,2018,51911.15724
WEST,2019,49906.86812
WEST,2020,21630.36872
WEST,2021,31602.53587
WEST,2022,48192.37596
WEST,2023,23686.84674
WEST,2024,25193.54319
WEST,2025,46030.35142
WEST GODAVARI,2014,9271.177804
WEST GODAVARI,2015,13721.94251
WEST GODAVARI,2016,10936.26906
WEST GODAVARI,2017,8346.510187
WEST GODAVARI,2018,10996.09074
WEST GODAVARI,2019,12414.35309
WEST GODAVARI,2020,10330.13627
WEST GODAVARI,2021,16034.50601
WEST GODAVARI,2022,14463.17215
WEST GODAVARI,2023,20618.87876
WEST GODAVARI,2024,24516.70399
WEST GODAVARI,2025,30279.04592
WEST KHASI HILLS,2017,12592.23033
WEST KHASI HILLS,2018,23867.16512
WEST KHASI HILLS,2019,44058.3803
WEST KHASI HILLS,2020,20826.4496
WEST KHASI HILLS,2021,17586.86497
WEST KHASI HILLS,2022,46581.48529
WEST KHASI HILLS,2023,56128.81562
WEST KHASI HILLS,2024,58863.24456
WEST KHASI HILLS,2025,58383.98554
WEST NIMAR (KHARGONE),2014,14812.52481
WEST NIMAR (KHARGONE),2015,11320.30656
WEST NIMAR (KHARGONE),2016,8651.34494
WEST NIMAR (KHARGONE),2017,10786.95999
WEST NIMAR (KHARGONE),2018,16056.56445
WEST NIMAR (KHARGONE),2019,18464.10821
WEST NIMAR (KHARGONE),2020,15367.48518
WEST NIMAR (KHARGONE),2021,15801.23719
WEST NIMAR (KHARGONE),2022,14235.03377
WEST NIMAR (KHARGONE),2023,10620.06154
WEST NIMAR (KHARGONE),2024,16641.96132
WEST NIMAR (KHARGONE),2025,4550.524401
WEST SIKKIM,2018,199.9444755
WEST SIKKIM,2019,3059.937503
WEST SIKKIM,2020,3165.215423
WEST SIKKIM,2021,1832.644955
WEST SIKKIM,2022,2863.904914
WEST SIKKIM,2023,1816.017685
WEST SIKKIM,2024,886.7910427
WEST SIKKIM,2025,4713.650837
WEST TRIPURA,2017,5629.096316
WEST TRIPURA,2018,13117.57839
WEST TRIPURA,2019,16467.19243
WEST TRIPURA,2020,14988.83155
WEST TRIPURA,2021,14949.63625
WEST TRIPURA,2022,13641.81716
WEST TRIPURA,2023,7940.141712
WEST TRIPURA,2024,8466.845653
WEST TRIPURA,2025,12754.63789
Y.S.R.,2014,9775.454553
Y.S.R.,2015,7303.183041
Y.S.R.,2016,10603.75775
Y.S.R.,2017,9136.266215
Y.S.R.,2018,15102.54153
Y.S.R.,2019,13144.10583
Y.S.R.,2020,6874.662209
Y.S.R.,2021,8466.709331
Y.S.R.,2022,9002.369725
Y.S.R.,2023,8304.201754
Y.S.R.,2024,10720.10632
Y.S.R.,2025,16967.57902
YADGIRI,2014,7462.735478
YADGIRI,2015,6063.838042
YADGIRI,2016,10115.64588
YADGIRI,2017,14716.61432
YADGIRI,2018,18406.56538
YADGIRI,2019,11981.78296
YADGIRI,2020,6164.528556
YADGIRI,2021,7658.8643
YADGIRI,2022,9507.996969
YADGIRI,2023,8111.596184
YADGIRI,2024,3842.08086
YADGIRI,2025,2317.399103
YAMUNANAGAR,2014,15975.86717
YAMUNANAGAR,2015,12390.97988
YAMUNANAGAR,2016,20197.98936
YAMUNANAGAR,2017,25207.21945
YAMUNANAGAR,2018,32005.20781
YAMUNANAGAR,2019,35412.59356
YAMUNANAGAR,2020,25281.63955
YAMUNANAGAR,2021,35256.89658
YAMUNANAGAR,2022,20214.39525
YAMUNANAGAR,2023,23116.50102
YAMUNANAGAR,2024,34868.73741
YAMUNANAGAR,2025,24625.72178
YAVATMAL,2014,15913.50828
YAVATMAL,2015,15126.14843
YAVATMAL,2016,14852.43909
YAVATMAL,2017,10659.19705
YAVATMAL,2018,9094.334235
YAVATMAL,2019,11379.80906
YAVATMAL,2020,7164.321922
YAVATMAL,2021,10924.2857
YAVATMAL,2022,12307.95215
YAVATMAL,2023,20267.64955
YAVATMAL,2024,29676.84118
YAVATMAL,2025,42304.55538
