DISTRICT,YEAR,asset_index_0_1
Kachchh,2019,0.3605300650193595
Kachchh,2020,0.2906398236132643
Kachchh,2021,0.31822502350990217
Kachchh,2022,0.31051524960446475
Kachchh,2023,0.3364083830836543
Kachchh,2024,0.37459179955028155
Kachchh,2025,0.39190247922043797
Kheda,2014,0.264142182118479
Kheda,2015,0.29681877995218825
Kheda,2016,0.2839920914718189
Kheda,2017,0.2883113284554293
Kheda,2018,0.3219784107456897
Kheda,2019,0.3238364968210806
Kheda,2020,0.2606382373756921
Kheda,2021,0.320466446065399
Kheda,2022,0.30739691237191985
Kheda,2023,0.2757061801281184
Kheda,2024,0.2857553062551699
Kheda,2025,0.29585925348315767
Mahesana,2014,0.35574322499968175
