State,District,Year,sugarcane_area,sugarcane_production,sugarcane_yield
Karnataka,Bellary,2020-2021,5940.0,475200.0,80.0
Karnataka,Bellary,2021-2022,9758.0,936783.0,96.0
Karnataka,Bellary,2022-2023,1104.0,99401.0,90.04
Karnataka,Bengaluru urban,2014-2015,2.0,182.0,91.0
Karnataka,Bengaluru urban,2017-2018,2.0,188.0,94.0
Karnataka,Bengaluru urban,2018-2019,30.0,2565.0,85.5
Karnataka,Bengaluru urban,2019-2020,47.0,3926.0,83.53
Karnataka,Bengaluru urban,2020-2021,30.0,2880.0,96.0
Karnataka,Bengaluru urban,2021-2022,29.0,2822.0,97.31
Karnataka,Bengaluru urban,2022-2023,26.0,2381.0,91.58
Karnataka,Bidar,2013-2014,26490.0,1937744.0,73.15
Karnataka,Bidar,2014-2015,28867.0,1892232.0,65.55
Karnataka,Bidar,2015-2016,19418.0,848567.0,43.7
Karnataka,Bidar,2016-2017,17712.0,959105.0,54.15
Karnataka,Bidar,2017-2018,15523.0,1150254.0,74.1
Karnataka,Bidar,2018-2019,13037.0,730724.0,56.05
Karnataka,Bidar,2019-2020,11318.0,313829.0,27.73
Karnataka,Bidar,2020-2021,8452.0,473312.0,56.0
Karnataka,Bidar,2021-2022,15621.0,1374664.0,88.0
Karnataka,Bidar,2022-2023,13678.0,1107907.0,81.0
Karnataka,Bijapur,2013-2014,44914.0,3456132.0,76.95
Karnataka,Bijapur,2014-2015,49050.0,3914190.0,79.8
Karnataka,Bijapur,2015-2016,43846.0,2207646.0,50.35
Karnataka,Bijapur,2016-2017,35226.0,2409458.0,68.4
Karnataka,Bijapur,2017-2018,20777.0,1835648.0,88.35
Karnataka,Bijapur,2018-2019,53010.0,4280558.0,80.75
Karnataka,Bijapur,2019-2020,35538.0,2470752.0,69.52
Karnataka,Bijapur,2020-2021,38920.0,3074680.0,79.0
Karnataka,Bijapur,2021-2022,78033.0,7881283.0,101.0
Karnataka,Bijapur,2022-2023,90344.0,8402014.0,93.0
Karnataka,Chamarajanagar,2013-2014,3050.0,289750.0,95.0
Karnataka,Chamarajanagar,2014-2015,3573.0,298703.0,83.6
Karnataka,Chamarajanagar,2015-2016,2899.0,256127.0,88.35
Karnataka,Chamarajanagar,2016-2017,1875.0,130031.0,69.35
Karnataka,Chamarajanagar,2017-2018,6788.0,748038.0,110.2
Karnataka,Chamarajanagar,2018-2019,7035.0,688375.0,97.85
Karnataka,Chamarajanagar,2019-2020,6620.0,561079.0,84.76
Karnataka,Chamarajanagar,2020-2021,6844.0,718620.0,105.0
Karnataka,Chamarajanagar,2021-2022,10266.0,965049.0,94.0
Karnataka,Chamarajanagar,2022-2023,10217.0,715224.0,70.0
Karnataka,Chikballapur,2014-2015,58.0,5290.0,91.21
Karnataka,Chikballapur,2018-2019,132.0,11286.0,85.5
Karnataka,Chikballapur,2019-2020,43.0,3602.0,83.77
Karnataka,Chikballapur,2020-2021,53.0,5088.0,96.0
Karnataka,Chikballapur,2021-2022,152.0,14582.0,95.93
Karnataka,Chikballapur,2022-2023,83.0,7497.0,90.33
Karnataka,Chikmagalur,2013-2014,1546.0,88122.0,57.0
Karnataka,Chikmagalur,2014-2015,1391.0,132145.0,95.0
Karnataka,Chikmagalur,2015-2016,1113.0,69785.0,62.7
Karnataka,Chikmagalur,2016-2017,1040.0,72124.0,69.35
Karnataka,Chikmagalur,2017-2018,937.0,69432.0,74.1
Karnataka,Chikmagalur,2018-2019,448.0,34048.0,76.0
Karnataka,Chikmagalur,2019-2020,315.0,28299.0,89.84
Karnataka,Chikmagalur,2020-2021,254.0,25400.0,100.0
Karnataka,Chikmagalur,2021-2022,222.0,22468.0,101.21
Karnataka,Chikmagalur,2022-2023,198.0,17816.0,89.98
Karnataka,Chitradurga,2015-2016,2.0,162.0,81.0
Karnataka,Chitradurga,2016-2017,6.0,416.0,69.33
Karnataka,Chitradurga,2017-2018,2.0,188.0,94.0
Karnataka,Chitradurga,2018-2019,15.0,1282.0,85.47
Karnataka,Chitradurga,2019-2020,28.0,2376.0,84.86
Karnataka,Chitradurga,2020-2021,41.0,3936.0,96.0
Karnataka,Chitradurga,2021-2022,60.0,5739.0,95.65
Karnataka,Chitradurga,2022-2023,3.0,265.0,88.33
Karnataka,Dakshin kannad,2013-2014,16.0,1444.0,90.25
Karnataka,Dakshin kannad,2014-2015,10.0,912.0,91.2
Karnataka,Dakshin kannad,2015-2016,10.0,808.0,80.8
Karnataka,Dakshin kannad,2016-2017,10.0,694.0,69.4
Karnataka,Dakshin kannad,2018-2019,7.0,598.0,85.43
Karnataka,Dakshin kannad,2019-2020,5.0,453.0,90.6
Karnataka,Dakshin kannad,2020-2021,15.0,1440.0,96.0
Karnataka,Dakshin kannad,2021-2022,4.0,376.0,94.0
Karnataka,Dakshin kannad,2022-2023,1.0,88.0,88.0
Karnataka,Davangere,2013-2014,6900.0,793155.0,114.95
Karnataka,Davangere,2014-2015,9523.0,1221325.0,128.25
Karnataka,Davangere,2015-2016,4444.0,569943.0,128.25
Karnataka,Davangere,2016-2017,3843.0,412546.0,107.35
Karnataka,Davangere,2017-2018,3795.0,410998.0,108.3
Karnataka,Davangere,2018-2019,890.0,99769.0,112.1
Karnataka,Davangere,2019-2020,1028.0,107800.0,104.86
Karnataka,Davangere,2020-2021,981.0,110853.0,113.0
Karnataka,Davangere,2021-2022,1310.0,141508.0,108.02
Karnataka,Davangere,2022-2023,1348.0,146984.0,109.04
Karnataka,Dharwad,2013-2014,3706.0,253490.0,68.4
Karnataka,Dharwad,2014-2015,8653.0,641187.0,74.1
Karnataka,Dharwad,2015-2016,8450.0,569952.0,67.45
Karnataka,Dharwad,2016-2017,7327.0,508127.0,69.35
Karnataka,Dharwad,2017-2018,8350.0,658398.0,78.85
Karnataka,Dharwad,2018-2019,8046.0,550346.0,68.4
Karnataka,Dharwad,2019-2020,7922.0,479120.0,60.48
Karnataka,Dharwad,2020-2021,5744.0,442288.0,77.0
Karnataka,Dharwad,2021-2022,8258.0,759723.0,92.0
Karnataka,Dharwad,2022-2023,11061.0,862778.0,78.0
Karnataka,Gadag,2013-2014,964.0,89748.0,93.1
Karnataka,Gadag,2014-2015,1870.0,197192.0,105.45
Karnataka,Gadag,2015-2016,4722.0,381302.0,80.75
Karnataka,Gadag,2016-2017,2855.0,160023.0,56.05
Karnataka,Gadag,2017-2018,813.0,55609.0,68.4
Karnataka,Gadag,2018-2019,1905.0,110395.0,57.95
Karnataka,Gadag,2019-2020,1677.0,79366.0,47.33
Karnataka,Gadag,2020-2021,1086.0,54300.0,50.0
Karnataka,Gadag,2021-2022,2100.0,88218.0,42.01
Karnataka,Gadag,2022-2023,2452.0,125050.0,51.0
Karnataka,Gulbarga,2013-2014,27602.0,1678202.0,60.8
Karnataka,Gulbarga,2014-2015,45503.0,3025950.0,66.5
Karnataka,Gulbarga,2015-2016,28601.0,1195522.0,41.8
Karnataka,Gulbarga,2016-2017,28429.0,1080302.0,38.0
Karnataka,Gulbarga,2017-2018,1003.0,68605.0,68.4
Karnataka,Gulbarga,2018-2019,25629.0,1972152.0,76.95
Karnataka,Gulbarga,2019-2020,16388.0,1319066.0,80.49
Karnataka,Gulbarga,2020-2021,19117.0,1338190.0,70.0
Karnataka,Gulbarga,2021-2022,45129.0,4332426.0,96.0
Karnataka,Gulbarga,2022-2023,57164.0,4801808.0,84.0
Karnataka,Hassan,2013-2014,1463.0,122307.0,83.6
Karnataka,Hassan,2014-2015,1568.0,171304.0,109.25
Karnataka,Hassan,2015-2016,689.0,98182.0,142.5
Karnataka,Hassan,2016-2017,835.0,58700.0,70.3
Karnataka,Hassan,2017-2018,2175.0,276878.0,127.3
Karnataka,Hassan,2018-2019,2849.0,300427.0,105.45
Karnataka,Hassan,2019-2020,2915.0,199698.0,68.51
Karnataka,Hassan,2020-2021,2125.0,212500.0,100.0
Karnataka,Hassan,2021-2022,3422.0,314801.0,91.99
Karnataka,Hassan,2022-2023,3611.0,368353.0,102.01
Karnataka,Haveri,2013-2014,7338.0,871388.0,118.75
Karnataka,Haveri,2014-2015,10376.0,1094149.0,105.45
Karnataka,Haveri,2015-2016,9820.0,960887.0,97.85
Karnataka,Haveri,2016-2017,7632.0,703289.0,92.15
Karnataka,Haveri,2017-2018,13347.0,1153848.0,86.45
Karnataka,Haveri,2018-2019,7323.0,500893.0,68.4
Karnataka,Haveri,2019-2020,6309.0,300840.0,47.68
Karnataka,Haveri,2020-2021,8226.0,797922.0,97.0
Karnataka,Haveri,2021-2022,10978.0,955062.0,87.0
Karnataka,Haveri,2022-2023,12373.0,668115.0,54.0
Karnataka,Kodagu,2020-2021,1.0,96.0,96.0
Karnataka,Kodagu,2021-2022,1.0,107.0,107.0
Karnataka,Kolar,2016-2017,81.0,5617.0,69.35
Karnataka,Kolar,2018-2019,48.0,4104.0,85.5
Karnataka,Kolar,2019-2020,36.0,3064.0,85.11
Karnataka,Kolar,2020-2021,40.0,3840.0,96.0
Karnataka,Kolar,2021-2022,11.0,1035.0,94.09
Karnataka,Kolar,2022-2023,42.0,3793.0,90.31
Karnataka,Koppal,2013-2014,2593.0,231555.0,89.3
Karnataka,Koppal,2014-2015,2383.0,217330.0,91.2
Karnataka,Koppal,2015-2016,1789.0,144462.0,80.75
Karnataka,Koppal,2016-2017,310.0,21498.0,69.35
Karnataka,Koppal,2017-2018,1291.0,121419.0,94.05
Karnataka,Koppal,2018-2019,2378.0,203319.0,85.5
Karnataka,Koppal,2019-2020,1959.0,164710.0,84.08
Karnataka,Koppal,2020-2021,944.0,90624.0,96.0
Karnataka,Koppal,2021-2022,2052.0,196966.0,95.99
Karnataka,Koppal,2022-2023,2255.0,202948.0,90.0
Karnataka,Mandya,2013-2014,19462.0,2496002.0,128.25
Karnataka,Mandya,2014-2015,21592.0,2543538.0,117.8
Karnataka,Mandya,2015-2016,27784.0,3061797.0,110.2
Karnataka,Mandya,2016-2017,17628.0,2193805.0,124.45
Karnataka,Mandya,2017-2018,20941.0,2347486.0,112.1
Karnataka,Mandya,2018-2019,34637.0,3718282.0,107.35
Karnataka,Mandya,2019-2020,37208.0,3984515.0,107.09
Karnataka,Mandya,2020-2021,38999.0,4328889.0,111.0
Karnataka,Mandya,2021-2022,40397.0,4766810.0,118.0
Karnataka,Mandya,2022-2023,43502.0,4872246.0,112.0
Karnataka,Mysore,2013-2014,7995.0,683572.0,85.5
Karnataka,Mysore,2014-2015,4104.0,374285.0,91.2
Karnataka,Mysore,2015-2016,6261.0,618587.0,98.8
Karnataka,Mysore,2016-2017,3338.0,332966.0,99.75
Karnataka,Mysore,2017-2018,4150.0,508582.0,122.55
Karnataka,Mysore,2018-2019,9345.0,861142.0,92.15
Karnataka,Mysore,2019-2020,10680.0,1207682.0,113.08
Karnataka,Mysore,2020-2021,10721.0,1458056.0,136.0
Karnataka,Mysore,2021-2022,14719.0,1663192.0,113.0
Karnataka,Mysore,2022-2023,13968.0,1690121.0,121.0
Karnataka,Raichur,2013-2014,345.0,30808.0,89.3
Karnataka,Raichur,2014-2015,295.0,26904.0,91.2
Karnataka,Raichur,2018-2019,558.0,47709.0,85.5
Karnataka,Raichur,2019-2020,297.0,24947.0,84.0
Karnataka,Raichur,2020-2021,331.0,31776.0,96.0
Karnataka,Raichur,2021-2022,1372.0,131707.0,96.0
Karnataka,Raichur,2022-2023,1679.0,151087.0,89.99
Karnataka,Ramanagara,2013-2014,191.0,14697.0,76.95
Karnataka,Ramanagara,2014-2015,1027.0,67320.0,65.55
Karnataka,Ramanagara,2015-2016,492.0,45338.0,92.15
Karnataka,Ramanagara,2016-2017,98.0,10241.0,104.5
Karnataka,Ramanagara,2017-2018,221.0,17216.0,77.9
Karnataka,Ramanagara,2018-2019,278.0,23769.0,85.5
Karnataka,Ramanagara,2019-2020,230.0,15313.0,66.58
Karnataka,Ramanagara,2020-2021,215.0,8600.0,40.0
Karnataka,Ramanagara,2021-2022,286.0,18571.0,64.93
Karnataka,Ramanagara,2022-2023,286.0,12591.0,44.02
Karnataka,Shimoga,2013-2014,4915.0,471594.0,95.95
Karnataka,Shimoga,2014-2015,3940.0,393015.0,99.75
Karnataka,Shimoga,2015-2016,3981.0,359285.0,90.25
Karnataka,Shimoga,2016-2017,2447.0,211543.0,86.45
Karnataka,Shimoga,2017-2018,1268.0,112028.0,88.35
Karnataka,Shimoga,2018-2019,1002.0,95190.0,95.0
Karnataka,Shimoga,2019-2020,764.0,81263.0,106.37
Karnataka,Shimoga,2020-2021,713.0,85560.0,120.0
Karnataka,Shimoga,2021-2022,804.0,109290.0,135.93
Karnataka,Shimoga,2022-2023,729.0,92598.0,127.02
Karnataka,Tumkur,2013-2014,1556.0,122691.0,78.85
Karnataka,Tumkur,2014-2015,1670.0,174515.0,104.5
Karnataka,Tumkur,2015-2016,214.0,22363.0,104.5
Karnataka,Tumkur,2016-2017,735.0,66334.0,90.25
Karnataka,Tumkur,2017-2018,917.0,86244.0,94.05
Karnataka,Tumkur,2018-2019,616.0,52668.0,85.5
Karnataka,Tumkur,2019-2020,404.0,47759.0,118.22
Karnataka,Tumkur,2020-2021,416.0,38272.0,92.0
Karnataka,Tumkur,2021-2022,449.0,46644.0,103.88
Karnataka,Tumkur,2022-2023,371.0,29714.0,80.09
Karnataka,Udupi,2013-2014,55.0,4912.0,89.31
Karnataka,Udupi,2014-2015,42.0,3830.0,91.19
Karnataka,Udupi,2015-2016,11.0,888.0,80.73
Karnataka,Udupi,2016-2017,14.0,971.0,69.36
Karnataka,Udupi,2017-2018,11.0,1035.0,94.09
Karnataka,Udupi,2018-2019,24.0,2052.0,85.5
Karnataka,Udupi,2019-2020,20.0,1662.0,83.1
Karnataka,Udupi,2020-2021,13.0,1248.0,96.0
Karnataka,Udupi,2021-2022,13.0,1217.0,93.62
Karnataka,Udupi,2022-2023,11.0,970.0,88.18
Karnataka,Uttar kannad,2013-2014,5324.0,419797.0,78.85
Karnataka,Uttar kannad,2014-2015,6207.0,483525.0,77.9
Karnataka,Uttar kannad,2015-2016,6542.0,478547.0,73.15
Karnataka,Uttar kannad,2016-2017,5941.0,372501.0,62.7
Karnataka,Uttar kannad,2018-2019,6836.0,467582.0,68.4
Karnataka,Uttar kannad,2019-2020,7788.0,451087.0,57.92
Karnataka,Uttar kannad,2020-2021,7796.0,530128.0,68.0
Karnataka,Uttar kannad,2021-2022,11676.0,1074190.0,92.0
Karnataka,Uttar kannad,2022-2023,14176.0,1049002.0,74.0
Karnataka,Vijayanagar,2022-2023,10403.0,728189.0,70.0
Karnataka,Yadgir,2013-2014,1207.0,107785.0,89.3
Karnataka,Yadgir,2014-2015,862.0,78614.0,91.2
Karnataka,Yadgir,2015-2016,794.0,64116.0,80.75
Karnataka,Yadgir,2016-2017,945.0,65536.0,69.35
Karnataka,Yadgir,2017-2018,1216.0,114365.0,94.05
Karnataka,Yadgir,2018-2019,911.0,77890.0,85.5
Karnataka,Yadgir,2019-2020,525.0,44158.0,84.11
Karnataka,Yadgir,2020-2021,592.0,56832.0,96.0
Karnataka,Yadgir,2021-2022,862.0,82765.0,96.02
Karnataka,Yadgir,2022-2023,2073.0,186543.0,89.99
Kerala,Alappuzha,2013-2014,45.0,4030.0,89.56
Kerala,Alappuzha,2014-2015,54.9,250.0,4.55
Kerala,Alappuzha,2015-2016,44.01,3852.66,87.54
Kerala,Alappuzha,2016-2017,40.0,3220.0,80.5
Kerala,Alappuzha,2017-2018,28.0,2300.0,82.14
Kerala,Alappuzha,2018-2019,29.0,1537.0,53.0
Kerala,Alappuzha,2019-2020,36.01,2704.65,75.11
Kerala,Alappuzha,2020-2021,32.71,234.88,7.18
Kerala,Alappuzha,2021-2022,33.0,260.7,7.9
Kerala,Alappuzha,2022-2023,34.84,295.7,8.49
Kerala,Ernakulam,2013-2014,1.0,0.0,0.0
Kerala,Ernakulam,2014-2015,0.2,0.0,0.0
Kerala,Ernakulam,2015-2016,0.31,0.0,0.0
Kerala,Ernakulam,2016-2017,0.0,0.0,0.0
Kerala,Ernakulam,2017-2018,0.16,0.0,0.0
Kerala,Ernakulam,2018-2019,0.01,0.68,85.0
Kerala,Ernakulam,2019-2020,4.0,0.0,0.0
Kerala,Ernakulam,2020-2021,4.0,20.0,5.0
Kerala,Ernakulam,2021-2022,4.0,10.0,2.5
Kerala,Ernakulam,2022-2023,5.25,37.37,7.12
Kerala,Idukki,2013-2014,1660.0,175590.0,105.78
Kerala,Idukki,2014-2015,1068.9,115120.0,107.7
Kerala,Idukki,2015-2016,875.79,98271.48,112.21
Kerala,Idukki,2016-2017,829.0,93510.0,112.8
Kerala,Idukki,2017-2018,918.0,103090.0,112.3
Kerala,Idukki,2018-2019,888.0,97768.8,110.1
Kerala,Idukki,2019-2020,849.0,112832.1,132.9
Kerala,Idukki,2020-2021,838.0,10076.95,12.03
Kerala,Idukki,2021-2022,835.0,9848.83,11.8
Kerala,Idukki,2022-2023,836.0,9413.36,11.26
Kerala,Kannur,2013-2014,1.0,90.0,90.0
Kerala,Kannur,2014-2015,3.43,460.0,134.11
Kerala,Kannur,2015-2016,2.79,374.34,134.27
Kerala,Kannur,2016-2017,3.64,410.0,112.64
Kerala,Kannur,2017-2018,2.63,360.0,136.88
Kerala,Kannur,2018-2019,2.52,262.6,104.21
Kerala,Kannur,2019-2020,2.44,168.62,69.11
Kerala,Kannur,2020-2021,0.84,9.37,11.15
Kerala,Kannur,2021-2022,0.39,3.9,9.99
Kerala,Kannur,2022-2023,1.0,7.68,7.68
Kerala,Kasaragod,2013-2014,1.0,0.0,0.0
Kerala,Kasaragod,2014-2015,0.66,0.0,0.0
Kerala,Kasaragod,2015-2016,0.59,0.0,0.0
Kerala,Kollam,2013-2014,5.0,0.0,0.0
Kerala,Kollam,2014-2015,0.38,0.0,0.0
Kerala,Kollam,2015-2016,0.18,0.0,0.0
Kerala,Kollam,2019-2020,0.3,33.12,110.4
Kerala,Kottayam,2013-2014,7.0,540.0,77.14
Kerala,Kottayam,2014-2015,10.21,730.0,71.5
Kerala,Kottayam,2015-2016,6.78,565.36,83.39
Kerala,Kottayam,2016-2017,8.23,640.0,77.76
Kerala,Kottayam,2017-2018,12.78,1060.0,82.94
Kerala,Kottayam,2018-2019,15.43,1093.88,70.89
Kerala,Kottayam,2019-2020,15.71,1249.32,79.52
Kerala,Kottayam,2020-2021,15.32,111.69,7.29
Kerala,Kottayam,2021-2022,18.21,120.42,6.61
Kerala,Kottayam,2022-2023,32.34,176.74,5.47
Kerala,Kozhikode,2014-2015,0.21,0.0,0.0
Kerala,Kozhikode,2015-2016,0.1,0.0,0.0
Kerala,Kozhikode,2016-2017,0.01,0.0,0.0
Kerala,Kozhikode,2017-2018,0.0,0.0,0.0
Kerala,Kozhikode,2019-2020,0.01,0.87,87.0
Kerala,Malappuram,2015-2016,0.46,0.0,0.0
Kerala,Malappuram,2018-2019,0.12,10.29,85.04
Kerala,Malappuram,2019-2020,0.12,10.45,87.08
Kerala,Malappuram,2020-2021,0.12,1.11,9.25
Kerala,Palakkad,2013-2014,473.0,39550.0,83.62
Kerala,Palakkad,2014-2015,371.81,31420.0,84.51
Kerala,Palakkad,2015-2016,422.75,34480.74,81.56
Kerala,Palakkad,2016-2017,171.45,14230.0,83.0
Kerala,Palakkad,2017-2018,77.51,7460.0,96.25
Kerala,Palakkad,2018-2019,66.6,4945.39,74.25
Kerala,Palakkad,2019-2020,30.82,2477.05,80.37
Kerala,Palakkad,2020-2021,17.93,83.21,4.64
Kerala,Palakkad,2021-2022,13.77,93.37,6.78
Kerala,Palakkad,2022-2023,7.0,68.97,9.85
Kerala,Pathanamthitta,2013-2014,16.0,1690.0,105.63
Kerala,Pathanamthitta,2014-2015,5.3,530.0,100.0
Kerala,Pathanamthitta,2015-2016,6.98,579.66,83.05
Kerala,Pathanamthitta,2016-2017,10.17,1120.0,110.13
Kerala,Pathanamthitta,2017-2018,8.14,840.0,103.19
Kerala,Pathanamthitta,2018-2019,10.2,680.21,66.7
Kerala,Pathanamthitta,2019-2020,11.63,1358.91,116.85
Kerala,Pathanamthitta,2020-2021,11.81,128.37,10.87
Kerala,Pathanamthitta,2021-2022,11.04,94.52,8.56
Kerala,Pathanamthitta,2022-2023,14.61,124.05,8.49
Kerala,Thiruvananthapuram,2014-2015,0.07,0.0,0.0
Kerala,Thiruvananthapuram,2015-2016,0.09,0.0,0.0
Kerala,Thrissur,2013-2014,0.29,30.0,103.45
Kerala,Thrissur,2014-2015,0.24,20.0,83.33
Kerala,Thrissur,2015-2016,0.09,0.86,9.56
Kerala,Wayanad,2013-2014,1.0,0.0,0.0
Kerala,Wayanad,2014-2015,0.75,0.0,0.0
Kerala,Wayanad,2015-2016,0.67,0.0,0.0
Kerala,Wayanad,2017-2018,0.45,0.0,0.0
Madhya Pradesh,Agar malwa,2013-2014,14.0,530.0,37.86
Madhya Pradesh,Agar malwa,2018-2019,1.0,4.0,4.0
Madhya Pradesh,Agar malwa,2019-2020,2.0,6.0,3.0
Madhya Pradesh,Agar malwa,2020-2021,2.0,0.0,0.0
Madhya Pradesh,Agar malwa,2021-2022,2.0,60.0,30.0
Madhya Pradesh,Alirajpur,2013-2014,8.0,400.0,50.0
Madhya Pradesh,Alirajpur,2014-2015,1000.0,20000.0,20.0
Madhya Pradesh,Alirajpur,2018-2019,1.0,3.0,3.0
Madhya Pradesh,Alirajpur,2020-2021,2.0,0.0,0.0
Madhya Pradesh,Alirajpur,2021-2022,2.0,20.0,10.0
Madhya Pradesh,Alirajpur,2022-2023,3.0,6.0,2.0
Madhya Pradesh,Anuppur,2017-2018,10.0,30.0,3.0
Madhya Pradesh,Anuppur,2018-2019,9.0,23.0,2.56
Madhya Pradesh,Anuppur,2019-2020,9.0,23.0,2.56
Madhya Pradesh,Anuppur,2020-2021,16.0,65.0,4.06
Madhya Pradesh,Anuppur,2021-2022,5.0,160.0,32.0
Madhya Pradesh,Anuppur,2022-2023,11.0,31.0,2.82
Madhya Pradesh,Ashoknagar,2013-2014,233.0,7680.0,32.96
Madhya Pradesh,Ashoknagar,2014-2015,1000.0,30000.0,30.0
Madhya Pradesh,Ashoknagar,2018-2019,160.0,520.0,3.25
Madhya Pradesh,Ashoknagar,2019-2020,244.0,878.0,3.6
Madhya Pradesh,Ashoknagar,2020-2021,203.0,8729.0,43.0
Madhya Pradesh,Ashoknagar,2021-2022,101.0,2530.0,25.05
Madhya Pradesh,Ashoknagar,2022-2023,147.0,478.0,3.25
Madhya Pradesh,Balaghat,2013-2014,912.0,48610.0,53.3
Madhya Pradesh,Balaghat,2014-2015,1000.0,50000.0,50.0
Madhya Pradesh,Balaghat,2015-2016,1000.0,30000.0,30.0
Madhya Pradesh,Balaghat,2017-2018,3700.0,19060.0,5.15
Madhya Pradesh,Balaghat,2018-2019,1656.0,8275.0,5.0
Madhya Pradesh,Balaghat,2019-2020,1848.0,9850.0,5.33
Madhya Pradesh,Balaghat,2020-2021,1958.0,16447.0,8.4
Madhya Pradesh,Balaghat,2021-2022,1939.0,166750.0,86.0
Madhya Pradesh,Balaghat,2022-2023,1809.0,15557.0,8.6
Madhya Pradesh,Barwani,2013-2014,1241.0,51730.0,41.68
Madhya Pradesh,Barwani,2014-2015,1000.0,30000.0,30.0
Madhya Pradesh,Barwani,2016-2017,6000.0,108000.0,18.0
Madhya Pradesh,Barwani,2017-2018,1730.0,10060.0,5.82
Madhya Pradesh,Barwani,2018-2019,3820.0,20159.0,5.28
Madhya Pradesh,Barwani,2019-2020,3372.0,16015.0,4.75
Madhya Pradesh,Barwani,2020-2021,3957.0,271055.0,68.5
Madhya Pradesh,Barwani,2021-2022,5065.0,346950.0,68.5
Madhya Pradesh,Barwani,2022-2023,5218.0,35743.0,6.85
Madhya Pradesh,Betul,2013-2014,4861.0,297110.0,61.12
Madhya Pradesh,Betul,2014-2015,8000.0,230000.0,28.75
Madhya Pradesh,Betul,2015-2016,5000.0,240000.0,48.0
Madhya Pradesh,Betul,2016-2017,12000.0,338000.0,28.17
Madhya Pradesh,Betul,2017-2018,11290.0,71590.0,6.34
Madhya Pradesh,Betul,2018-2019,13284.0,56977.0,4.29
Madhya Pradesh,Betul,2019-2020,13446.0,75719.0,5.63
Madhya Pradesh,Betul,2020-2021,2130.0,21300.0,10.0
Madhya Pradesh,Betul,2021-2022,19190.0,1468040.0,76.5
Madhya Pradesh,Betul,2022-2023,22056.0,167912.0,7.61
Madhya Pradesh,Bhind,2013-2014,30.0,840.0,28.0
Madhya Pradesh,Bhind,2018-2019,12.0,37.0,3.08
Madhya Pradesh,Bhind,2019-2020,20.0,122.0,6.1
Madhya Pradesh,Bhind,2020-2021,24.0,0.0,0.0
Madhya Pradesh,Bhind,2021-2022,1.0,40.0,40.0
Madhya Pradesh,Bhind,2022-2023,10.0,49.0,4.9
Madhya Pradesh,Bhopal,2013-2014,175.0,5140.0,29.37
Madhya Pradesh,Bhopal,2014-2015,1000.0,20000.0,20.0
Madhya Pradesh,Bhopal,2016-2017,300.0,11000.0,36.67
Madhya Pradesh,Bhopal,2018-2019,17.0,41.0,2.41
Madhya Pradesh,Bhopal,2019-2020,21.0,58.0,2.76
Madhya Pradesh,Bhopal,2020-2021,32.0,157.0,4.91
Madhya Pradesh,Bhopal,2021-2022,2.0,100.0,50.0
Madhya Pradesh,Bhopal,2022-2023,14.0,72.0,5.14
Madhya Pradesh,Burhanpur,2013-2014,2832.0,172860.0,61.04
Madhya Pradesh,Burhanpur,2014-2015,1000.0,40000.0,40.0
Madhya Pradesh,Burhanpur,2015-2016,4000.0,260000.0,65.0
Madhya Pradesh,Burhanpur,2017-2018,5300.0,34190.0,6.45
Madhya Pradesh,Burhanpur,2018-2019,8.0,26.0,3.25
Madhya Pradesh,Burhanpur,2019-2020,4265.0,29192.0,6.84
Madhya Pradesh,Burhanpur,2020-2021,4532.0,307496.0,67.85
Madhya Pradesh,Burhanpur,2021-2022,4510.0,308940.0,68.5
Madhya Pradesh,Burhanpur,2022-2023,5134.0,35168.0,6.85
Madhya Pradesh,Chhatarpur,2013-2014,266.0,9680.0,36.39
Madhya Pradesh,Chhatarpur,2014-2015,1000.0,20000.0,20.0
Madhya Pradesh,Chhatarpur,2016-2017,230.0,7000.0,30.43
Madhya Pradesh,Chhatarpur,2017-2018,120.0,260.0,2.17
Madhya Pradesh,Chhatarpur,2018-2019,86.0,280.0,3.26
Madhya Pradesh,Chhatarpur,2019-2020,117.0,321.0,2.74
Madhya Pradesh,Chhatarpur,2020-2021,92.0,309.0,3.36
Madhya Pradesh,Chhatarpur,2021-2022,8.0,270.0,33.75
Madhya Pradesh,Chhatarpur,2022-2023,20.0,61.0,3.05
Madhya Pradesh,Chhindwara,2013-2014,4527.0,313800.0,69.32
Madhya Pradesh,Chhindwara,2014-2015,6000.0,350000.0,58.33
Madhya Pradesh,Chhindwara,2015-2016,4000.0,190000.0,47.5
Madhya Pradesh,Chhindwara,2017-2018,11000.0,44000.0,4.0
Madhya Pradesh,Chhindwara,2018-2019,2028.0,16346.0,8.06
Madhya Pradesh,Chhindwara,2019-2020,3316.0,28046.0,8.46
Madhya Pradesh,Chhindwara,2020-2021,3957.0,38383.0,9.7
Madhya Pradesh,Chhindwara,2021-2022,2801.0,273100.0,97.5
Madhya Pradesh,Chhindwara,2022-2023,3708.0,36153.0,9.75
Madhya Pradesh,Damoh,2013-2014,40.0,1640.0,41.0
Madhya Pradesh,Damoh,2014-2015,1000.0,40000.0,40.0
Madhya Pradesh,Damoh,2015-2016,1000.0,30000.0,30.0
Madhya Pradesh,Damoh,2016-2017,4000.0,18000.0,4.5
Madhya Pradesh,Damoh,2017-2018,600.0,1500.0,2.5
Madhya Pradesh,Damoh,2018-2019,19.0,65.0,3.42
Madhya Pradesh,Damoh,2019-2020,34.0,97.0,2.85
