State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2017 - 2018,,,,513,137,0.27,,,
,,2018 - 2019,,,,425,130,0.31,,,
,,2019 - 2020,,,,112,39,0.35,,,
,,2020 - 2021,,,,50,17,0.34,,,
,,2021 - 2022,,,,111,40,0.36,,,
,,2022 - 2023,,,,75,32,0.43,,,
,22. Manendragarh chirimiri bharatpur,2022 - 2023,,,,"2,475.00","1,824.00",0.74,,,
,23. Mohla manpur ambagarh chouki,2022 - 2023,,,,223,157,0.7,,,
,24. Mungeli,2013 - 2014,,,,"1,740.00","1,118.00",0.64,,,
,,2014 - 2015,,,,"1,682.00","1,110.00",0.66,,,
,,2015 - 2016,,,,"1,692.00",762,0.45,,,
,,2016 - 2017,,,,"2,181.00","1,487.00",0.68,,,
,,2017 - 2018,,,,"1,630.00",592,0.36,,,
,,2018 - 2019,,,,"1,603.00",749,0.47,,,
,,2019 - 2020,,,,"1,272.00",415,0.33,,,
,,2020 - 2021,,,,"1,176.00",634,0.54,,,
,,2021 - 2022,,,,"1,343.00",779,0.58,,,
,,2022 - 2023,,,,870,588,0.68,,,
,25. Narayanpur,2013 - 2014,,,,113,64,0.57,,,
,,2014 - 2015,,,,108,50,0.46,,,
,,2015 - 2016,,,,87,52,0.6,,,
,,2016 - 2017,,,,62,37,0.6,,,
,,2017 - 2018,,,,53,22,0.42,,,
,,2018 - 2019,,,,61,88,1.44,,,
,,2019 - 2020,,,,39,23,0.59,,,
,,2020 - 2021,,,,5,3,0.6,,,
,,2021 - 2022,,,,9,5,0.56,,,
,,2022 - 2023,,,,6,3,0.5,,,
,26. Raigarh,2013 - 2014,,,,"2,760.00","1,660.00",0.6,,,
,,2014 - 2015,,,,"2,308.00","1,620.00",0.7,,,
,,2015 - 2016,,,,"2,474.00","1,386.00",0.56,,,
,,2016 - 2017,,,,"2,364.00","1,635.00",0.69,,,
,,2017 - 2018,,,,"2,265.00","1,011.00",0.45,,,
,,2018 - 2019,,,,"2,330.00","1,180.00",0.51,,,
,,2019 - 2020,,,,"1,816.00","1,163.00",0.64,,,
,,2020 - 2021,,,,"1,659.00",975,0.59,,,
,,2021 - 2022,,,,"1,847.00","1,115.00",0.6,,,
,,2022 - 2023,,,,"1,564.00","1,187.00",0.76,,,
,27. Raipur,2013 - 2014,,,,610,250,0.41,,,
,,2014 - 2015,,,,535,254,0.47,,,
,,2015 - 2016,,,,406,154,0.38,,,
,,2016 - 2017,,,,387,179,0.46,,,
,,2017 - 2018,,,,362,105,0.29,,,
,,2018 - 2019,,,,343,132,0.38,,,
,,2019 - 2020,,,,103,39,0.38,,,
,,2020 - 2021,,,,159,64,0.4,,,
,,2021 - 2022,,,,210,90,0.43,,,
,,2022 - 2023,,,,106,52,0.49,,,
,28. Rajnandgaon,2013 - 2014,,,,"2,530.00","1,153.00",0.46,,,
,,2014 - 2015,,,,"6,652.00","4,248.00",0.64,,,
,,2015 - 2016,,,,"14,130.00","6,095.00",0.43,,,
,,2016 - 2017,,,,"13,178.00","8,930.00",0.68,,,
,,2017 - 2018,,,,"15,357.00","6,437.00",0.42,,,
,,2018 - 2019,,,,"15,959.00","8,300.00",0.52,,,
,,2019 - 2020,,,,"1,496.00",976,0.65,,,
,,2020 - 2021,,,,"3,628.00","2,298.00",0.63,,,
,,2021 - 2022,,,,"6,243.00","3,948.00",0.63,,,
,,2022 - 2023,,,,881,620,0.7,,,
,29. Sakti,2022 - 2023,,,,108,78,0.72,,,
,30. Sarangarh bilaigarh,2022 - 2023,,,,266,123,0.46,,,
,31. Sukma,2013 - 2014,,,,375,229,0.61,,,
,,2014 - 2015,,,,441,281,0.64,,,
,,2015 - 2016,,,,422,203,0.48,,,
,,2016 - 2017,,,,442,250,0.57,,,
,,2017 - 2018,,,,424,181,0.43,,,
,,2018 - 2019,,,,404,212,0.52,,,
,,2019 - 2020,,,,121,77,0.64,,,
,,2020 - 2021,,,,131,64,0.49,,,
,,2021 - 2022,,,,270,161,0.6,,,
,,2022 - 2023,,,,240,169,0.7,,,
,32. Surajpur,2013 - 2014,,,,"4,222.00","2,328.00",0.55,,,
,,2014 - 2015,,,,"4,258.00","2,299.00",0.54,,,
,,2015 - 2016,,,,"4,250.00","2,198.00",0.52,,,
,,2016 - 2017,,,,"4,076.00","2,168.00",0.53,,,
,,2017 - 2018,,,,"3,949.00","1,930.00",0.49,,,
,,2018 - 2019,,,,"3,830.00","2,126.00",0.56,,,
,,2019 - 2020,,,,"3,203.00","2,404.00",0.75,,,
,,2020 - 2021,,,,"2,708.00","1,746.00",0.64,,,
,,2021 - 2022,,,,"2,997.00","2,079.00",0.69,,,
,,2022 - 2023,,,,"3,054.00","2,105.00",0.69,,,
,33. Surguja,2013 - 2014,,,,"4,233.00","2,630.00",0.62,,,
,,2014 - 2015,,,,"4,301.00","2,972.00",0.69,,,
,,2015 - 2016,,,,"4,277.00","2,175.00",0.51,,,
,,2016 - 2017,,,,"3,948.00","2,519.00",0.64,,,
,,2017 - 2018,,,,"3,719.00","1,502.00",0.4,,,
,,2018 - 2019,,,,"3,431.00","1,821.00",0.53,,,
,,2019 - 2020,,,,"3,425.00","2,419.00",0.71,,,
,,2020 - 2021,,,,"3,240.00","1,964.00",0.61,,,
,,2021 - 2022,,,,"3,300.00","1,991.00",0.6,,,
,,2022 - 2023,,,,"3,218.00","2,188.00",0.68,,,
7. Dadra and Nagar Haveli,1. Dadra and Nagar Haveli,2015 - 2016,,,,"1,221.00","1,010.00",0.83,297,220,0.74
