State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2017 - 2018,"1,12,244.00","83,706.00",0.75,,,,,,
,,2018 - 2019,"1,04,888.00","81,708.00",0.78,,,,,,
,,2019 - 2020,"1,07,909.00","72,990.00",0.68,,,,,,
,,2020 - 2021,"1,11,265.00","81,112.00",0.73,,,,,,
,,2021 - 2022,"1,08,985.00","88,060.00",0.81,,,,,,
,,2022 - 2023,"1,05,582.00","79,398.00",0.75,,,,,,
,4. Bellary,2013 - 2014,"53,823.00","46,223.00",0.86,,,,,,
,,2014 - 2015,"67,266.00","50,611.00",0.75,,,,,,
,,2015 - 2016,"75,356.00","48,680.00",0.65,,,,,,
,,2016 - 2017,"9,473.00","2,637.00",0.28,,,,,,
,,2017 - 2018,"26,864.00","26,593.00",0.99,,,,,,
,,2018 - 2019,"26,030.00","14,169.00",0.54,,,,,,
,,2019 - 2020,"16,477.00","11,802.00",0.72,,,,,,
,,2020 - 2021,"14,064.00","9,985.00",0.71,,,,,,
,,2021 - 2022,"13,208.00","9,550.00",0.72,,,,,,
,,2022 - 2023,"5,244.00","3,167.00",0.6,,,,,,
,5. Bengaluru urban,2013 - 2014,2,2,1,,,,,,
,,2014 - 2015,33,24,0.73,,,,,,
,,2015 - 2016,9,3,0.33,,,,,,
,,2018 - 2019,12,6,0.5,,,,,,
,,2019 - 2020,39,29,0.74,,,,,,
,,2020 - 2021,22,14,0.64,,,,,,
,,2021 - 2022,14,9,0.64,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,6. Bidar,2013 - 2014,"50,943.00","39,733.00",0.78,,,,,,
,,2014 - 2015,"25,973.00","14,138.00",0.54,,,,,,
,,2015 - 2016,"47,060.00","11,534.00",0.25,,,,,,
,,2016 - 2017,"71,789.00","59,470.00",0.83,,,,,,
,,2017 - 2018,"65,424.00","57,429.00",0.88,,,,,,
,,2018 - 2019,"49,509.00","19,143.00",0.39,,,,,,
,,2019 - 2020,"54,975.00","40,475.00",0.74,,,,,,
,,2020 - 2021,"67,565.00","41,620.00",0.62,,,,,,
,,2021 - 2022,"87,008.00","54,032.00",0.62,,,,,,
,,2022 - 2023,"82,946.00","58,394.00",0.7,,,,,,
,7. Bijapur,2013 - 2014,"1,54,574.00","1,04,701.00",0.68,,,,,,
,,2014 - 2015,"1,71,009.00","1,15,021.00",0.67,,,,,,
,,2015 - 2016,"3,22,020.00","77,398.00",0.24,,,,,,
,,2016 - 2017,"1,62,683.00","91,338.00",0.56,,,,,,
,,2017 - 2018,"2,49,354.00","1,83,824.00",0.74,,,,,,
,,2018 - 2019,"2,68,725.00","1,23,815.00",0.46,,,,,,
,,2019 - 2020,"1,19,788.00","67,710.00",0.57,,,,,,
,,2020 - 2021,"57,100.00","35,174.00",0.62,,,,,,
,,2021 - 2022,"38,971.00","25,760.00",0.66,,,,,,
,,2022 - 2023,"64,841.00","46,491.00",0.72,,,,,,
,8. Chamarajanagar,2013 - 2014,"3,426.00","1,911.00",0.56,,,,,,
,,2014 - 2015,"2,780.00","1,656.00",0.6,,,,,,
,,2015 - 2016,"3,202.00","1,886.00",0.59,,,,,,
,,2016 - 2017,531,5,0.01,,,,,,
,,2017 - 2018,"2,131.00","1,530.00",0.72,,,,,,
,,2018 - 2019,"4,035.00","2,338.00",0.58,,,,,,
,,2019 - 2020,"3,358.00","2,804.00",0.84,,,,,,
,,2020 - 2021,"2,931.00","2,274.00",0.78,,,,,,
,,2021 - 2022,"2,383.00","1,702.00",0.71,,,,,,
,,2022 - 2023,"1,451.00","1,155.00",0.8,,,,,,
,9. Chikballapur,2013 - 2014,210,159,0.76,,,,,,
,,2014 - 2015,66,47,0.71,,,,,,
,,2015 - 2016,122,47,0.39,,,,,,
,,2016 - 2017,75,44,0.59,,,,,,
,,2017 - 2018,90,69,0.77,,,,,,
,,2018 - 2019,690,334,0.48,,,,,,
,,2019 - 2020,545,405,0.74,,,,,,
,,2020 - 2021,950,594,0.63,,,,,,
,,2021 - 2022,417,287,0.69,,,,,,
,,2022 - 2023,269,183,0.68,,,,,,
,10. Chikmagalur,2013 - 2014,"8,275.00","6,462.00",0.78,,,,,,
,,2014 - 2015,"9,300.00","8,535.00",0.92,,,,,,
,,2015 - 2016,"13,249.00","15,985.00",1.21,,,,,,
,,2016 - 2017,"3,968.00","1,003.00",0.25,,,,,,
,,2017 - 2018,"11,267.00","8,156.00",0.72,,,,,,
,,2018 - 2019,"13,595.00","9,751.00",0.72,,,,,,
,,2019 - 2020,"6,716.00","5,308.00",0.79,,,,,,
,,2020 - 2021,"6,740.00","5,574.00",0.83,,,,,,
,,2021 - 2022,"7,398.00","6,177.00",0.83,,,,,,
,,2022 - 2023,"5,700.00","4,298.00",0.75,,,,,,
,11. Chitradurga,2013 - 2014,"23,061.00","11,545.00",0.5,,,,,,
,,2014 - 2015,"32,153.00","21,534.00",0.67,,,,,,
,,2015 - 2016,"40,431.00","25,773.00",0.64,,,,,,
,,2016 - 2017,"5,462.00",617,0.11,,,,,,
,,2017 - 2018,"33,703.00","24,622.00",0.73,,,,,,
,,2018 - 2019,"36,624.00","15,170.00",0.41,,,,,,
,,2019 - 2020,"34,642.00","23,728.00",0.68,,,,,,
,,2020 - 2021,"36,358.00","23,705.00",0.65,,,,,,
,,2021 - 2022,"37,569.00","23,068.00",0.61,,,,,,
,,2022 - 2023,"30,085.00","22,895.00",0.76,,,,,,
,12. Davangere,2013 - 2014,"1,783.00",490,0.27,,,,,,
,,2014 - 2015,"2,652.00","1,756.00",0.66,,,,,,
,,2015 - 2016,"1,177.00",416,0.35,,,,,,
,,2016 - 2017,562,65,0.12,,,,,,
,,2017 - 2018,"4,471.00","2,510.00",0.56,,,,,,
,,2018 - 2019,"3,615.00","1,655.00",0.46,,,,,,
,,2019 - 2020,"6,302.00","3,215.00",0.51,,,,,,
,,2020 - 2021,"6,623.00","3,153.00",0.48,,,,,,
,,2021 - 2022,"7,090.00","4,240.00",0.6,,,,,,
,,2022 - 2023,"6,072.00","3,194.00",0.53,,,,,,
,13. Dharwad,2013 - 2014,"53,045.00","35,275.00",0.67,,,,,,
,,2014 - 2015,"50,622.00","41,502.00",0.82,,,,,,
,,2015 - 2016,"91,455.00","21,547.00",0.24,,,,,,
,,2016 - 2017,"69,862.00","11,880.00",0.17,,,,,,
,,2017 - 2018,"1,03,103.00","57,887.00",0.56,,,,,,
,,2018 - 2019,"85,477.00","25,985.00",0.3,,,,,,
,,2019 - 2020,"81,379.00","56,591.00",0.7,,,,,,
,,2020 - 2021,"1,00,729.00","52,782.00",0.52,,,,,,
,,2021 - 2022,"1,10,548.00","88,549.00",0.8,,,,,,
,,2022 - 2023,"1,38,787.00","1,02,008.00",0.73,,,,,,
,14. Gadag,2013 - 2014,"84,952.00","52,781.00",0.62,,,,,,
,,2014 - 2015,"85,005.00","54,186.00",0.64,,,,,,
,,2015 - 2016,"1,10,163.00","29,827.00",0.27,,,,,,
,,2016 - 2017,"1,15,507.00","13,936.00",0.12,,,,,,
,,2017 - 2018,"1,32,538.00","58,549.00",0.44,,,,,,
,,2018 - 2019,"1,10,412.00","16,678.00",0.15,,,,,,
,,2019 - 2020,"1,18,774.00","68,717.00",0.58,,,,,,
,,2020 - 2021,"1,22,444.00","54,365.00",0.44,,,,,,
,,2021 - 2022,"1,17,815.00","66,212.00",0.56,,,,,,
,,2022 - 2023,"1,50,909.00","78,775.00",0.52,,,,,,
,15. Gulbarga,2013 - 2014,"1,72,556.00","1,55,732.00",0.9,,,,,,
,,2014 - 2015,"1,84,515.00","1,55,482.00",0.84,,,,,,
,,2015 - 2016,"1,96,138.00","83,849.00",0.43,,,,,,
,,2016 - 2017,"1,85,056.00","2,17,293.00",1.17,,,,,,
,,2017 - 2018,"2,06,309.00","2,30,880.00",1.12,,,,,,
,,2018 - 2019,"1,22,055.00","99,255.00",0.81,,,,,,
,,2019 - 2020,"93,196.00","1,07,660.00",1.16,,,,,,
,,2020 - 2021,"35,331.00","38,263.00",1.08,,,,,,
,,2021 - 2022,"30,167.00","23,802.00",0.79,,,,,,
,,2022 - 2023,"39,562.00","38,019.00",0.96,,,,,,
,16. Hassan,2013 - 2014,"1,883.00","1,095.00",0.58,,,,,,
,,2014 - 2015,"1,847.00","1,897.00",1.03,,,,,,
,,2015 - 2016,"3,594.00","2,267.00",0.63,,,,,,
,,2016 - 2017,"1,293.00",125,0.1,,,,,,
,,2017 - 2018,"1,177.00",893,0.76,,,,,,
,,2018 - 2019,"1,127.00",685,0.61,,,,,,
,,2019 - 2020,689,384,0.56,,,,,,
,,2020 - 2021,"1,249.00",634,0.51,,,,,,
,,2021 - 2022,"1,162.00",726,0.62,,,,,,
,,2022 - 2023,"1,152.00",670,0.58,,,,,,
,17. Haveri,2013 - 2014,"1,322.00",525,0.4,,,,,,
,,2014 - 2015,938,488,0.52,,,,,,
,,2015 - 2016,"1,991.00",751,0.38,,,,,,
,,2016 - 2017,"1,385.00",199,0.14,,,,,,
,,2017 - 2018,"1,937.00",891,0.46,,,,,,
,,2018 - 2019,"3,980.00","1,592.00",0.4,,,,,,
,,2019 - 2020,"3,573.00","1,751.00",0.49,,,,,,
,,2020 - 2021,"3,651.00","2,147.00",0.59,,,,,,
,,2021 - 2022,"4,153.00","2,326.00",0.56,,,,,,
,,2022 - 2023,"3,861.00","2,490.00",0.64,,,,,,
,18. Kodagu,2020 - 2021,1,1,1,,,,,,
,19. Kolar,2013 - 2014,14,11,0.79,,,,,,
,,2014 - 2015,8,6,0.75,,,,,,
,,2018 - 2019,33,16,0.48,,,,,,
,,2019 - 2020,130,97,0.75,,,,,,
,,2020 - 2021,163,102,0.63,,,,,,
,,2021 - 2022,72,49,0.68,,,,,,
,,2022 - 2023,33,23,0.7,,,,,,
,20. Koppal,2013 - 2014,"56,132.00","32,528.00",0.58,,,,,,
,,2014 - 2015,"52,053.00","31,352.00",0.6,,,,,,
,,2015 - 2016,"89,794.00","27,895.00",0.31,,,,,,
,,2016 - 2017,"43,728.00","22,225.00",0.51,,,,,,
,,2017 - 2018,"70,673.00","31,287.00",0.44,,,,,,
,,2018 - 2019,"63,150.00","18,958.00",0.3,,,,,,
,,2019 - 2020,"71,131.00","29,125.00",0.41,,,,,,
,,2020 - 2021,"62,478.00","29,302.00",0.47,,,,,,
,,2021 - 2022,"63,866.00","28,931.00",0.45,,,,,,
,,2022 - 2023,"82,803.00","31,714.00",0.38,,,,,,
,21. Mandya,2013 - 2014,210,159,0.76,,,,,,
,,2014 - 2015,211,152,0.72,,,,,,
,,2015 - 2016,172,67,0.39,,,,,,
,,2016 - 2017,77,45,0.58,,,,,,
,,2017 - 2018,26,20,0.77,,,,,,
,,2018 - 2019,117,57,0.49,,,,,,
,,2019 - 2020,39,29,0.74,,,,,,
,,2020 - 2021,54,34,0.63,,,,,,
,,2021 - 2022,55,38,0.69,,,,,,
,,2022 - 2023,1,1,1,,,,,,
,22. Mysore,2013 - 2014,786,421,0.54,,,,,,
,,2014 - 2015,"2,240.00","1,551.00",0.69,,,,,,
,,2015 - 2016,"1,052.00",795,0.76,,,,,,
,,2016 - 2017,320,189,0.59,,,,,,
,,2017 - 2018,972,842,0.87,,,,,,
,,2018 - 2019,648,449,0.69,,,,,,
,,2019 - 2020,704,340,0.48,,,,,,
,,2020 - 2021,373,195,0.52,,,,,,
,,2021 - 2022,735,467,0.64,,,,,,
,,2022 - 2023,686,434,0.63,,,,,,
,23. Raichur,2013 - 2014,"1,27,854.00","1,27,170.00",0.99,,,,,,
,,2014 - 2015,"60,078.00","57,474.00",0.96,,,,,,
,,2015 - 2016,"1,55,722.00","99,117.00",0.64,,,,,,
,,2016 - 2017,"1,11,990.00","74,048.00",0.66,,,,,,
,,2017 - 2018,"1,16,784.00","1,17,047.00",1,,,,,,
,,2018 - 2019,"1,77,001.00","94,165.00",0.53,,,,,,
,,2019 - 2020,"1,06,716.00","1,13,951.00",1.07,,,,,,
,,2020 - 2021,"35,106.00","22,959.00",0.65,,,,,,
,,2021 - 2022,"30,085.00","30,416.00",1.01,,,,,,
,,2022 - 2023,"34,970.00","32,837.00",0.94,,,,,,
,24. Ramanagara,2013 - 2014,35,27,0.77,,,,,,
,,2014 - 2015,18,13,0.72,,,,,,
,,2015 - 2016,9,3,0.33,,,,,,
,,2018 - 2019,70,34,0.49,,,,,,
,,2019 - 2020,172,128,0.74,,,,,,
,,2020 - 2021,103,64,0.62,,,,,,
,,2021 - 2022,28,20,0.71,,,,,,
,,2022 - 2023,33,23,0.7,,,,,,
,25. Shimoga,2013 - 2014,47,36,0.77,,,,,,
,,2014 - 2015,13,9,0.69,,,,,,
,,2015 - 2016,9,3,0.33,,,,,,
,,2016 - 2017,6,4,0.67,,,,,,
,,2017 - 2018,36,28,0.78,,,,,,
,,2018 - 2019,11,5,0.45,,,,,,
,,2019 - 2020,5,4,0.8,,,,,,
,,2020 - 2021,10,6,0.6,,,,,,
,,2021 - 2022,4,3,0.75,,,,,,
,26. Tumkur,2013 - 2014,244,185,0.76,,,,,,
,,2014 - 2015,"1,892.00","1,359.00",0.72,,,,,,
,,2015 - 2016,"1,536.00",207,0.13,,,,,,
,,2016 - 2017,17,10,0.59,,,,,,
,,2017 - 2018,354,273,0.77,,,,,,
,,2018 - 2019,703,361,0.51,,,,,,
,,2019 - 2020,517,253,0.49,,,,,,
,,2020 - 2021,731,398,0.54,,,,,,
,,2021 - 2022,"1,003.00",330,0.33,,,,,,
,,2022 - 2023,449,447,1,,,,,,
,27. Udupi,2019 - 2020,16,12,0.75,,,,,,
,28. Uttar kannad,2013 - 2014,13,10,0.77,,,,,,
,,2014 - 2015,18,13,0.72,,,,,,
,,2015 - 2016,7,3,0.43,,,,,,
,,2016 - 2017,2,1,0.5,,,,,,
,,2017 - 2018,3,2,0.67,,,,,,
,,2018 - 2019,5,2,0.4,,,,,,
,,2019 - 2020,11,8,0.73,,,,,,
,,2020 - 2021,14,9,0.64,,,,,,
,,2021 - 2022,1,1,1,,,,,,
,,2022 - 2023,6,4,0.67,,,,,,
,29. Vijayanagar,2022 - 2023,"10,028.00","4,784.00",0.48,,,,,,
,30. Yadgir,2013 - 2014,"12,194.00","8,711.00",0.71,,,,,,
,,2014 - 2015,"17,533.00","12,026.00",0.69,,,,,,
,,2015 - 2016,"28,742.00","10,676.00",0.37,,,,,,
,,2016 - 2017,"15,213.00","13,079.00",0.86,,,,,,
,,2017 - 2018,"20,350.00","15,137.00",0.74,,,,,,
,,2018 - 2019,"6,664.00","3,400.00",0.51,,,,,,
,,2019 - 2020,554,505,0.91,,,,,,
,,2020 - 2021,633,515,0.81,,,,,,
,,2021 - 2022,662,337,0.51,,,,,,
,,2022 - 2023,858,380,0.44,,,,,,
13. Kerala,1. Alappuzha,2018 - 2019,,,,,,,23.4,11.5,0.49
,,2019 - 2020,,,,,,,22,11,0.5
,,2020 - 2021,,,,,,,19.8,13.5,0.68
,,2021 - 2022,,,,,,,26,7,0.27
,,2022 - 2023,,,,,,,44.01,13.25,0.3
,2. Kannur,2018 - 2019,,,,,,,441.02,307.54,0.7
,,2019 - 2020,,,,,,,441,308,0.7
,,2020 - 2021,,,,,,,414.52,311.35,0.75
,,2021 - 2022,,,,,,,427,329,0.77
,,2022 - 2023,,,,,,,449.42,328.22,0.73
,3. Kasaragod,2018 - 2019,,,,,,,12.16,16.13,1.33
,,2019 - 2020,,,,,,,14,19,1.36
,,2020 - 2021,,,,,,,14.19,18.58,1.31
,,2021 - 2022,,,,,,,27,38,1.41
,,2022 - 2023,,,,,,,33.32,48.01,1.44
,4. Kollam,2018 - 2019,,,,,,,1.6,0.62,0.39
,,2019 - 2020,,,,,,,3,1,0.33
,,2020 - 2021,,,,,,,1.72,0.74,0.43
,,2021 - 2022,,,,,,,26,12,0.46
,,2022 - 2023,,,,,,,4.61,2.31,0.5
,5. Kozhikode,2020 - 2021,,,,,,,4.2,0.6,0.14
,,2021 - 2022,,,,,,,14,3,0.21
,,2022 - 2023,,,,,,,11.48,7.59,0.66
,6. Malappuram,2018 - 2019,,,,,,,0.34,0.1,0.29
,,2019 - 2020,,,,,,,2,1,0.5
,,2020 - 2021,,,,,,,4.1,2.5,0.61
,7. Palakkad,2018 - 2019,,,,,,,100.8,78.9,0.78
,,2019 - 2020,,,,,,,67,56,0.84
,,2020 - 2021,,,,,,,42.9,36.2,0.84
,,2021 - 2022,,,,,,,16,15,0.94
,,2022 - 2023,,,,,,,26.95,26.07,0.97
,8. Pathanamthitta,2018 - 2019,,,,,,,1.06,0.5,0.47
,,2021 - 2022,,,,,,,5,0,0
,9. Thiruvananthapuram,2018 - 2019,,,,,,,110.47,130.32,1.18
,,2019 - 2020,,,,,,,51,58,1.14
,,2020 - 2021,,,,,,,106.06,125.18,1.18
,,2021 - 2022,,,,,,,12,12,1
,,2022 - 2023,,,,,,,12.58,13.64,1.08
,10. Wayanad,2021 - 2022,,,,,,,3,0,0
,,2022 - 2023,,,,,,,0.41,0.61,1.49
14. Madhya Pradesh,1. Agar malwa,2013 - 2014,"41,916.00","27,026.00",0.64,,,,,,
,,2014 - 2015,"64,000.00","97,000.00",1.52,,,,,,
,,2015 - 2016,"39,000.00","39,000.00",1,,,,,,
,,2016 - 2017,"55,000.00","54,000.00",0.98,,,,,,
,,2017 - 2018,"55,100.00","82,650.00",1.5,,,,,,
,,2018 - 2019,"48,638.00","36,868.00",0.76,,,,,,
,,2019 - 2020,"16,913.00","21,091.00",1.25,,,,,,
,,2020 - 2021,"15,531.00","25,471.00",1.64,,,,,,
,,2021 - 2022,"4,980.00","5,314.00",1.07,,,,,,
,,2022 - 2023,"7,900.00","8,058.00",1.02,,,,,,
,2. Alirajpur,2013 - 2014,"10,224.00","9,764.00",0.96,,,,,,
,,2014 - 2015,"10,000.00","10,000.00",1,,,,,,
,,2015 - 2016,"10,000.00","11,000.00",1.1,,,,,,
,,2016 - 2017,"12,000.00","14,000.00",1.17,,,,,,
,,2017 - 2018,"13,600.00","13,860.00",1.02,,,,,,
,,2018 - 2019,"9,610.00","12,628.00",1.31,,,,,,
,,2019 - 2020,"15,191.00","24,989.00",1.64,,,,,,
,,2020 - 2021,"14,908.00","16,577.00",1.11,,,,,,
,,2021 - 2022,"19,345.00","24,529.00",1.27,,,,,,
,,2022 - 2023,"18,760.00","14,614.00",0.78,,,,,,
,3. Anuppur,2013 - 2014,"4,624.00","2,419.00",0.52,,,,,,
,,2014 - 2015,"6,000.00","5,000.00",0.83,,,,,,
,,2015 - 2016,"15,000.00","8,000.00",0.53,,,,,,
,,2016 - 2017,"15,000.00","12,000.00",0.8,,,,,,
,,2017 - 2018,"9,700.00","10,190.00",1.05,,,,,,
,,2018 - 2019,"6,416.00","4,125.00",0.64,,,,,,
,,2019 - 2020,"10,838.00","10,524.00",0.97,,,,,,
,,2020 - 2021,"7,810.00","8,786.00",1.12,,,,,,
,,2021 - 2022,"6,472.00","8,808.00",1.36,,,,,,
,,2022 - 2023,"16,500.00","12,210.00",0.74,,,,,,
,4. Ashoknagar,2013 - 2014,"1,12,313.00","78,752.00",0.7,,,,,,
,,2014 - 2015,"1,14,000.00","1,22,000.00",1.07,,,,,,
,,2015 - 2016,"68,000.00","85,000.00",1.25,,,,,,
,,2016 - 2017,"1,12,000.00","1,40,000.00",1.25,,,,,,
,,2017 - 2018,"1,00,900.00","1,02,410.00",1.01,,,,,,
,,2018 - 2019,"1,00,024.00","1,50,336.00",1.5,,,,,,
,,2019 - 2020,"67,745.00","95,927.00",1.42,,,,,,
,,2020 - 2021,"71,366.00","1,28,459.00",1.8,,,,,,
,,2021 - 2022,"31,206.00","62,256.00",2,,,,,,
,,2022 - 2023,"32,710.00","45,467.00",1.39,,,,,,
,5. Balaghat,2013 - 2014,"7,492.00","6,327.00",0.84,,,,,,
,,2014 - 2015,"17,000.00","8,000.00",0.47,,,,,,
,,2015 - 2016,"34,000.00","39,000.00",1.15,,,,,,
,,2016 - 2017,"38,000.00","54,000.00",1.42,,,,,,
,,2017 - 2018,"61,000.00","91,200.00",1.5,,,,,,
,,2018 - 2019,"39,068.00","48,874.00",1.25,,,,,,
,,2019 - 2020,"57,447.00","80,943.00",1.41,,,,,,
,,2020 - 2021,"49,437.00","70,695.00",1.43,,,,,,
,,2021 - 2022,"46,544.00","88,387.00",1.9,,,,,,
,,2022 - 2023,"55,800.00","58,981.00",1.06,,,,,,
,6. Barwani,2013 - 2014,"4,169.00","4,557.00",1.09,,,,,,
,,2014 - 2015,"25,000.00","39,000.00",1.56,,,,,,
,,2015 - 2016,"6,000.00","8,000.00",1.33,,,,,,
,,2016 - 2017,"6,000.00","12,000.00",2,,,,,,
,,2017 - 2018,"11,700.00","18,950.00",1.62,,,,,,
,,2018 - 2019,"8,969.00","24,530.00",2.73,,,,,,
,,2019 - 2020,"7,003.00","11,730.00",1.67,,,,,,
,,2020 - 2021,"12,723.00","21,642.00",1.7,,,,,,
,,2021 - 2022,"16,732.00","31,122.00",1.86,,,,,,
,,2022 - 2023,"13,900.00","23,769.00",1.71,,,,,,
,7. Betul,2013 - 2014,"42,475.00","27,914.00",0.66,,,,,,
,,2014 - 2015,"45,000.00","38,000.00",0.84,,,,,,
,,2015 - 2016,"66,000.00","69,000.00",1.05,,,,,,
,,2016 - 2017,"69,000.00","80,000.00",1.16,,,,,,
,,2017 - 2018,"41,130.00","61,410.00",1.49,,,,,,
,,2018 - 2019,"56,716.00","95,113.00",1.68,,,,,,
,,2019 - 2020,"53,445.00","65,737.00",1.23,,,,,,
,,2020 - 2021,"54,825.00","1,06,360.00",1.94,,,,,,
,,2021 - 2022,"54,737.00","69,516.00",1.27,,,,,,
,,2022 - 2023,"61,800.00","63,530.00",1.03,,,,,,
,8. Bhind,2013 - 2014,"13,004.00","13,566.00",1.04,,,,,,
,,2014 - 2015,"35,000.00","34,000.00",0.97,,,,,,
,,2015 - 2016,"21,000.00","18,000.00",0.86,,,,,,
,,2016 - 2017,"27,000.00","42,000.00",1.56,,,,,,
,,2017 - 2018,"25,000.00","38,930.00",1.56,,,,,,
,,2018 - 2019,"1,835.00","2,916.00",1.59,,,,,,
,,2019 - 2020,"1,301.00","1,609.00",1.24,,,,,,
,,2020 - 2021,"4,427.00","8,080.00",1.83,,,,,,
,,2021 - 2022,"1,631.00","3,117.00",1.91,,,,,,
,,2022 - 2023,"4,350.00","5,907.00",1.36,,,,,,
,9. Bhopal,2013 - 2014,"28,520.00","28,399.00",1,,,,,,
,,2014 - 2015,"65,000.00","67,000.00",1.03,,,,,,
,,2015 - 2016,"31,000.00","39,000.00",1.26,,,,,,
,,2016 - 2017,"35,000.00","47,000.00",1.34,,,,,,
,,2017 - 2018,"39,100.00","49,110.00",1.26,,,,,,
,,2018 - 2019,"4,789.00","5,838.00",1.22,,,,,,
,,2019 - 2020,"5,238.00","8,716.00",1.66,,,,,,
,,2020 - 2021,"4,552.00","6,064.00",1.33,,,,,,
,,2021 - 2022,"2,849.00","4,547.00",1.6,,,,,,
,,2022 - 2023,"3,530.00","4,956.00",1.4,,,,,,
,10. Burhanpur,2013 - 2014,"3,699.00","3,428.00",0.93,,,,,,
,,2014 - 2015,"35,000.00","60,000.00",1.71,,,,,,
,,2015 - 2016,"7,000.00","9,000.00",1.29,,,,,,
,,2016 - 2017,"7,000.00","11,000.00",1.57,,,,,,
,,2017 - 2018,"14,810.00","24,060.00",1.62,,,,,,
,,2018 - 2019,"15,217.00","28,243.00",1.86,,,,,,
,,2019 - 2020,"9,385.00","18,967.00",2.02,,,,,,
,,2020 - 2021,"19,084.00","36,450.00",1.91,,,,,,
,,2021 - 2022,"22,874.00","42,774.00",1.87,,,,,,
,,2022 - 2023,"21,500.00","42,355.00",1.97,,,,,,
,11. Chhatarpur,2013 - 2014,"93,687.00","28,072.00",0.3,,,,,,
,,2014 - 2015,"46,000.00","28,000.00",0.61,,,,,,
,,2015 - 2016,"49,000.00","42,000.00",0.86,,,,,,
,,2016 - 2017,"88,000.00","1,32,000.00",1.5,,,,,,
,,2017 - 2018,"49,990.00","60,390.00",1.21,,,,,,
,,2018 - 2019,"69,638.00","1,15,460.00",1.66,,,,,,
,,2019 - 2020,"78,354.00","1,28,422.00",1.64,,,,,,
,,2020 - 2021,"92,851.00","1,75,488.00",1.89,,,,,,
,,2021 - 2022,"82,851.00","1,34,136.00",1.62,,,,,,
,,2022 - 2023,"86,900.00","1,65,110.00",1.9,,,,,,
,12. Chhindwara,2013 - 2014,"42,935.00","1,05,855.00",2.47,,,,,,
,,2014 - 2015,"50,000.00","37,000.00",0.74,,,,,,
,,2015 - 2016,"81,000.00","99,000.00",1.22,,,,,,
,,2016 - 2017,"75,000.00","1,04,000.00",1.39,,,,,,
,,2017 - 2018,"66,000.00","1,05,600.00",1.6,,,,,,
,,2018 - 2019,"36,698.00","81,066.00",2.21,,,,,,
,,2019 - 2020,"41,853.00","1,14,803.00",2.74,,,,,,
,,2020 - 2021,"47,207.00","93,471.00",1.98,,,,,,
,,2021 - 2022,"42,143.00","81,757.00",1.94,,,,,,
,,2022 - 2023,"55,200.00","1,12,056.00",2.03,,,,,,
,13. Damoh,2013 - 2014,"1,78,072.00","67,391.00",0.38,,,,,,
,,2014 - 2015,"75,000.00","42,000.00",0.56,,,,,,
,,2015 - 2016,"1,62,000.00","1,73,000.00",1.07,,,,,,
,,2016 - 2017,"1,74,000.00","2,43,000.00",1.4,,,,,,
,,2017 - 2018,"1,85,750.00","2,78,630.00",1.5,,,,,,
,,2018 - 2019,"1,52,425.00","2,21,931.00",1.46,,,,,,
,,2019 - 2020,"1,15,309.00","1,69,274.00",1.47,,,,,,
,,2020 - 2021,"1,06,976.00","1,79,185.00",1.68,,,,,,
,,2021 - 2022,"98,697.00","1,78,049.00",1.8,,,,,,
,,2022 - 2023,"1,09,900.00","2,03,315.00",1.85,,,,,,
,14. Datia,2013 - 2014,"17,407.00","20,222.00",1.16,,,,,,
,,2014 - 2015,"26,000.00","29,000.00",1.12,,,,,,
,,2015 - 2016,"47,000.00","55,000.00",1.17,,,,,,
,,2016 - 2017,"40,000.00","55,000.00",1.38,,,,,,
,,2017 - 2018,"29,500.00","29,530.00",1,,,,,,
,,2018 - 2019,"5,474.00","11,353.00",2.07,,,,,,
,,2019 - 2020,"4,251.00","9,752.00",2.29,,,,,,
,,2020 - 2021,"9,968.00","13,657.00",1.37,,,,,,
,,2021 - 2022,"12,453.00","21,668.00",1.74,,,,,,
,,2022 - 2023,"16,390.00","26,863.00",1.64,,,,,,
,15. Dewas,2013 - 2014,"1,09,463.00","76,356.00",0.7,,,,,,
,,2014 - 2015,"1,65,000.00","2,80,000.00",1.7,,,,,,
,,2015 - 2016,"1,12,000.00","1,29,000.00",1.15,,,,,,
,,2016 - 2017,"1,12,000.00","1,68,000.00",1.5,,,,,,
,,2017 - 2018,"2,19,470.00","3,95,050.00",1.8,,,,,,
,,2018 - 2019,"2,50,864.00","3,25,621.00",1.3,,,,,,
,,2019 - 2020,"81,717.00","1,15,548.00",1.41,,,,,,
,,2020 - 2021,"78,787.00","1,48,750.00",1.89,,,,,,
,,2021 - 2022,"88,167.00","1,48,561.00",1.68,,,,,,
,,2022 - 2023,"72,000.00","1,42,200.00",1.98,,,,,,
,16. Dhar,2013 - 2014,"94,277.00","1,07,658.00",1.14,,,,,,
,,2014 - 2015,"1,18,000.00","1,22,000.00",1.03,,,,,,
,,2015 - 2016,"1,08,000.00","1,13,000.00",1.05,,,,,,
,,2016 - 2017,"1,00,000.00","1,14,000.00",1.14,,,,,,
,,2017 - 2018,"1,49,720.00","2,31,470.00",1.55,,,,,,
