State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2021 - 2022,,,,65,72,1.11
,13. Jehanabad,2013 - 2014,,,,994,746,0.75
,,2014 - 2015,,,,897,906,1.01
,,2015 - 2016,,,,896,896,1
,,2016 - 2017,,,,895,823,0.92
,,2017 - 2018,,,,825,677,0.82
,,2018 - 2019,,,,813,742,0.91
,,2019 - 2020,,,,711,629,0.88
,,2020 - 2021,,,,689,601,0.87
,,2021 - 2022,,,,668,660,0.99
,,2022 - 2023,,,,692,633,0.91
,14. Kaimur (bhabua),2013 - 2014,,,,732,915,1.25
,,2014 - 2015,,,,642,648,1.01
,,2015 - 2016,,,,861,907,1.05
,,2016 - 2017,,,,745,822,1.1
,,2017 - 2018,,,,844,870,1.03
,,2018 - 2019,,,,917,975,1.06
,,2019 - 2020,,,,"1,111.00","1,184.00",1.07
,,2020 - 2021,,,,602,634,1.05
,,2021 - 2022,,,,612,649,1.06
,,2022 - 2023,,,,625,663,1.06
,15. Katihar,2013 - 2014,,,,364,386,1.06
,,2014 - 2015,,,,193,195,1.01
,,2015 - 2016,,,,181,191,1.06
,,2016 - 2017,,,,151,156,1.03
,,2017 - 2018,,,,17,18,1.06
,,2018 - 2019,,,,664,691,1.04
,,2019 - 2020,,,,618,640,1.04
,,2020 - 2021,,,,249,258,1.04
,,2021 - 2022,,,,275,279,1.01
,,2022 - 2023,,,,252,259,1.03
,16. Khagaria,2013 - 2014,,,,"1,433.00","1,519.00",1.06
,,2014 - 2015,,,,"1,432.00","1,446.00",1.01
,,2015 - 2016,,,,"1,377.00","1,611.00",1.17
,,2016 - 2017,,,,"1,286.00","1,244.00",0.97
,,2017 - 2018,,,,"1,246.00","1,468.00",1.18
,,2018 - 2019,,,,"1,257.00","1,389.00",1.11
,,2019 - 2020,,,,"1,269.00","1,374.00",1.08
,,2020 - 2021,,,,"1,026.00","1,151.00",1.12
,,2021 - 2022,,,,948,"1,046.00",1.1
,,2022 - 2023,,,,"1,002.00","1,497.00",1.49
