State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2022 - 2023,,,,,,,35,"2,577.00",73.63,,,,,,
,25. Purbi champaran,2013 - 2014,,,,,,,"22,789.00","9,54,904.00",41.9,,,,,,
,,2014 - 2015,,,,,,,"23,723.00","12,05,280.00",50.81,,,,,,
,,2015 - 2016,,,,,,,"23,003.00","4,23,547.00",18.41,,,,,,
,,2016 - 2017,,,,,,,"23,003.00","12,53,248.00",54.48,,,,,,
,,2017 - 2018,,,,,,,"22,762.00","9,86,054.00",43.32,,,,,,
,,2018 - 2019,,,,,,,"21,321.00","9,63,443.00",45.19,,,,,,
,,2019 - 2020,,,,,,,"21,186.00","11,24,418.00",53.07,,,,,,
,,2020 - 2021,,,,,,,"21,181.00","9,47,444.00",44.73,,,,,,
,,2021 - 2022,,,,,,,"20,196.00","8,41,510.00",41.67,,,,,,
,,2022 - 2023,,,,,,,"20,112.00","16,28,118.00",80.95,,,,,,
,26. Purnia,2013 - 2014,,,,,,,48,"2,304.00",48,,,,,,
,,2014 - 2015,,,,,,,49,"3,055.00",62.35,,,,,,
,,2015 - 2016,,,,,,,35,"1,667.00",47.63,,,,,,
,,2016 - 2017,,,,,,,29,"1,557.00",53.69,,,,,,
,,2017 - 2018,,,,,,,37,"2,186.00",59.08,,,,,,
,,2018 - 2019,,,,,,,11,"1,039.00",94.45,,,,,,
,,2019 - 2020,,,,,,,2,121,60.5,,,,,,
,,2020 - 2021,,,,,,,2,110,55,,,,,,
,,2021 - 2022,,,,,,,10,573,57.3,,,,,,
,,2022 - 2023,,,,,,,11,759,69,,,,,,
,27. Rohtas,2013 - 2014,,,,,,,13,677,52.08,,,,,,
,,2014 - 2015,,,,,,,77,"5,086.00",66.05,,,,,,
,,2015 - 2016,,,,,,,81,"3,528.00",43.56,,,,,,
,28. Saharsa,2013 - 2014,,,,,,,168,"8,404.00",50.02,,,,,,
,,2014 - 2015,,,,,,,68,"4,240.00",62.35,,,,,,
,,2015 - 2016,,,,,,,176,"9,630.00",54.72,,,,,,
,,2016 - 2017,,,,,,,166,"9,187.00",55.34,,,,,,
,,2017 - 2018,,,,,,,146,"8,661.00",59.32,,,,,,
,,2018 - 2019,,,,,,,135,"12,129.00",89.84,,,,,,
,,2019 - 2020,,,,,,,132,"8,008.00",60.67,,,,,,
,,2020 - 2021,,,,,,,125,"6,271.00",50.17,,,,,,
,,2021 - 2022,,,,,,,126,"7,157.00",56.8,,,,,,
,,2022 - 2023,,,,,,,110,"7,576.00",68.87,,,,,,
,29. Samastipur,2013 - 2014,,,,,,,"5,954.00","3,39,815.00",57.07,,,,,,
,,2014 - 2015,,,,,,,"4,085.00","1,47,043.00",36,,,,,,
,,2015 - 2016,,,,,,,"4,237.00","1,89,836.00",44.8,,,,,,
,,2016 - 2017,,,,,,,"3,098.00","1,64,721.00",53.17,,,,,,
,,2017 - 2018,,,,,,,"2,790.00","1,65,384.00",59.28,,,,,,
,,2018 - 2019,,,,,,,"2,971.00","1,43,121.00",48.17,,,,,,
,,2019 - 2020,,,,,,,"3,300.00","2,71,981.00",82.42,,,,,,
,,2020 - 2021,,,,,,,"2,969.00","1,44,285.00",48.6,,,,,,
,,2021 - 2022,,,,,,,"2,973.00","1,58,446.00",53.29,,,,,,
,,2022 - 2023,,,,,,,"3,106.00","3,27,282.00",105.37,,,,,,
,30. Saran,2013 - 2014,,,,,,,546,"29,708.00",54.41,,,,,,
,,2014 - 2015,,,,,,,417,"23,948.00",57.43,,,,,,
,,2015 - 2016,,,,,,,421,"21,655.00",51.44,,,,,,
,,2016 - 2017,,,,,,,646,"34,153.00",52.87,,,,,,
,,2017 - 2018,,,,,,,335,"17,799.00",53.13,,,,,,
,,2018 - 2019,,,,,,,378,"25,969.00",68.7,,,,,,
,,2019 - 2020,,,,,,,250,"15,676.00",62.7,,,,,,
,,2020 - 2021,,,,,,,96,"5,350.00",55.73,,,,,,
,,2021 - 2022,,,,,,,195,"12,899.00",66.15,,,,,,
,,2022 - 2023,,,,,,,175,"14,133.00",80.76,,,,,,
,31. Sheikhpura,2013 - 2014,,,,,,,156,"7,591.00",48.66,,,,,,
,,2014 - 2015,,,,,,,167,"10,093.00",60.44,,,,,,
,,2015 - 2016,,,,,,,157,"8,410.00",53.57,,,,,,
,,2016 - 2017,,,,,,,161,"8,957.00",55.63,,,,,,
,,2017 - 2018,,,,,,,1,56,56,,,,,,
,,2018 - 2019,,,,,,,4,227,56.75,,,,,,
,,2019 - 2020,,,,,,,26,"1,589.00",61.12,,,,,,
,,2020 - 2021,,,,,,,22,"1,418.00",64.45,,,,,,
,,2021 - 2022,,,,,,,15,816,54.4,,,,,,
,,2022 - 2023,,,,,,,20,"1,495.00",74.75,,,,,,
,32. Sheohar,2013 - 2014,,,,,,,"2,055.00","1,89,859.00",92.39,,,,,,
,,2014 - 2015,,,,,,,"1,776.00","1,14,675.00",64.57,,,,,,
,,2015 - 2016,,,,,,,"1,926.00","1,97,862.00",102.73,,,,,,
,,2016 - 2017,,,,,,,"1,941.00","1,05,151.00",54.17,,,,,,
,,2017 - 2018,,,,,,,"1,966.00","2,01,083.00",102.28,,,,,,
,,2018 - 2019,,,,,,,"1,775.00","1,76,970.00",99.7,,,,,,
,,2019 - 2020,,,,,,,"1,790.00","1,24,641.00",69.63,,,,,,
,,2020 - 2021,,,,,,,"1,779.00","95,483.00",53.67,,,,,,
,,2021 - 2022,,,,,,,"1,841.00","98,427.00",53.46,,,,,,
,,2022 - 2023,,,,,,,"1,677.00","1,13,099.00",67.44,,,,,,
,33. Sitamarhi,2013 - 2014,,,,,,,"25,930.00","12,55,330.00",48.41,,,,,,
