State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2016 - 2017,,,,"1,20,000.00","3,93,330.00",3.28,,,,,,,,,
,,2017 - 2018,,,,"1,32,000.00","3,24,800.00",2.46,,,,,,,,,
,,2018 - 2019,,,,"1,74,905.00","3,78,045.33",2.16,,,,,,,,,
,,2019 - 2020,,,,"1,81,916.00","5,07,877.33",2.79,,,,,,,,,
,,2020 - 2021,,,,"2,39,852.00","6,69,624.67",2.79,,,,,,,,,
,,2021 - 2022,,,,"2,61,336.00","7,75,122.00",2.97,,,,,,,,,
,,2022 - 2023,,,,"2,65,204.00","11,02,983.00",4.16,,,,,,,,,
,41. Sehore,2013 - 2014,,,,"19,660.00","61,240.00",3.11,,,,,,,,,
,,2014 - 2015,,,,"35,000.00","1,19,330.00",3.41,,,,,,,,,
,,2015 - 2016,,,,"24,000.00","98,660.00",4.11,,,,,,,,,
,,2017 - 2018,,,,"27,500.00","66,340.00",2.41,,,,,,,,,
,,2018 - 2019,,,,"32,728.00","73,079.33",2.23,,,,,,,,,
,,2019 - 2020,,,,"33,420.00","1,46,362.66",4.38,,,,,,,,,
,,2020 - 2021,,,,"33,939.00","1,48,636.00",4.38,,,,,,,,,
,,2021 - 2022,,,,"51,420.00","1,33,830.00",2.6,,,,,,,,,
,,2022 - 2023,,,,"54,632.00","2,43,659.00",4.46,,,,,,,,,
,42. Seoni,2013 - 2014,,,,"1,50,237.00","4,40,990.00",2.94,,,,,,,,,
,,2014 - 2015,,,,"1,39,000.00","1,99,330.00",1.43,,,,,,,,,
,,2015 - 2016,,,,"1,69,000.00","2,42,660.00",1.44,,,,,,,,,
,,2016 - 2017,,,,"1,82,000.00","4,50,000.00",2.47,,,,,,,,,
,,2017 - 2018,,,,"1,31,100.00","3,17,000.00",2.42,,,,"2,030.00","2,980.00",1.47,,,
,,2018 - 2019,,,,"1,67,043.00","2,45,366.00",1.47,,,,,,,,,
,,2019 - 2020,,,,"1,48,740.00","2,78,329.33",1.87,,,,275,496.66,1.81,,,
,,2020 - 2021,,,,"1,85,166.00","3,82,676.67",2.07,,,,275,674.66,2.45,,,
,,2021 - 2022,,,,"2,65,243.00","5,91,315.33",2.23,,,,,,,,,
,,2022 - 2023,,,,"2,40,842.00","8,05,376.00",3.34,,,,,,,,,
,43. Shahdol,2013 - 2014,,,,"1,11,790.00","2,47,023.00",2.21,,,,,,,,,
,,2014 - 2015,,,,"1,13,000.00","2,22,000.00",1.96,,,,,,,,,
,,2015 - 2016,,,,"98,000.00","1,68,000.00",1.71,,,,,,,,,
,,2016 - 2017,,,,"1,16,000.00","2,84,000.00",2.45,,,,,,,,,
,,2017 - 2018,,,,"98,100.00","1,36,750.00",1.39,,,,10,20,2,,,
,,2018 - 2019,,,,"1,41,962.00","1,95,965.33",1.38,,,,,,,,,
,,2019 - 2020,,,,"1,53,235.00","3,45,164.00",2.25,,,,,,,,,
,,2020 - 2021,,,,"1,67,954.00","3,78,318.67",2.25,,,,,,,,,
,,2021 - 2022,,,,"1,78,089.00","2,98,595.33",1.68,,,,,,,,,
,,2022 - 2023,,,,"1,78,938.00","4,67,923.00",2.62,,,,,,,,,
,44. Shajapur,2013 - 2014,,,,44,17,0.39,,,,,,,,,
,,2017 - 2018,,,,50,40,0.8,,,,,,,,,
,,2018 - 2019,,,,4,2,0.5,,,,,,,,,
,,2019 - 2020,,,,1,1.33,1.33,,,,,,,,,
,,2020 - 2021,,,,1,1.33,1.33,,,,,,,,,
,,2021 - 2022,,,,44,53.33,1.21,,,,,,,,,
,,2022 - 2023,,,,57,111,1.95,,,,,,,,,
,45. Sheopur,2013 - 2014,,,,"15,566.00","57,589.00",3.7,,,,,,,,,
,,2014 - 2015,,,,"19,000.00","42,670.00",2.25,,,,,,,,,
,,2015 - 2016,,,,"19,000.00","70,000.00",3.68,,,,,,,,,
,,2016 - 2017,,,,"19,000.00","46,660.00",2.46,,,,,,,,,
,,2017 - 2018,,,,"20,000.00","56,700.00",2.84,,,,,,,,,
,,2018 - 2019,,,,"43,127.00","1,68,612.00",3.91,,,,,,,,,
,,2019 - 2020,,,,"56,542.00","1,93,182.66",3.42,,,,,,,,,
,,2020 - 2021,,,,"67,435.00","2,30,399.33",3.42,,,,,,,,,
,,2021 - 2022,,,,"55,222.00","1,68,317.33",3.05,,,,,,,,,
,,2022 - 2023,,,,"65,610.00","2,86,847.00",4.37,,,,,,,,,
,46. Shivpuri,2013 - 2014,,,,"14,634.00","17,063.00",1.17,,,,,,,,,
,,2014 - 2015,,,,"14,000.00","17,330.00",1.24,,,,,,,,,
,,2015 - 2016,,,,"11,000.00","27,330.00",2.48,,,,,,,,,
,,2016 - 2017,,,,"14,000.00","39,330.00",2.81,,,,,,,,,
,,2017 - 2018,,,,"4,400.00","10,800.00",2.45,,,,,,,,,
,,2018 - 2019,,,,"37,369.00","63,123.33",1.69,,,,,,,,,
,,2019 - 2020,,,,"47,886.00","1,26,923.33",2.65,,,,50,108.66,2.17,,,
,,2020 - 2021,,,,"53,742.00","1,42,954.00",2.66,,,,160,444,2.78,,,
,,2021 - 2022,,,,"58,607.00","1,02,405.33",1.75,,,,,,,,,
,,2022 - 2023,,,,"60,849.00","2,16,257.00",3.55,,,,,,,,,
,47. Sidhi,2013 - 2014,,,,"68,714.00","1,01,863.00",1.48,,,,,,,,,
,,2014 - 2015,,,,"56,000.00","48,000.00",0.86,,,,,,,,,
,,2015 - 2016,,,,"70,000.00","99,330.00",1.42,,,,,,,,,
,,2016 - 2017,,,,"70,000.00","1,88,000.00",2.69,,,,,,,,,
,,2017 - 2018,,,,"68,500.00","1,21,880.00",1.78,,,,,,,,,
,,2018 - 2019,,,,"90,278.00","1,41,312.00",1.57,,,,,,,,,
,,2019 - 2020,,,,"91,836.00","1,95,468.66",2.13,,,,,,,,,
,,2020 - 2021,,,,"1,13,675.00","2,41,952.00",2.13,,,,,,,,,
,,2021 - 2022,,,,"1,12,741.00","3,36,042.66",2.98,,,,,,,,,
,,2022 - 2023,,,,"1,10,852.00","3,91,862.00",3.54,,,,,,,,,
,48. Singrauli,2013 - 2014,,,,"47,540.00","70,835.00",1.49,,,,,,,,,
,,2014 - 2015,,,,"44,000.00","78,000.00",1.77,,,,,,,,,
,,2015 - 2016,,,,"48,000.00","96,000.00",2,,,,,,,,,
,,2016 - 2017,,,,"48,000.00","1,60,000.00",3.33,,,,,,,,,
,,2017 - 2018,,,,"45,450.00","1,11,620.00",2.46,,,,,,,,,
,,2018 - 2019,,,,"72,347.00","1,79,475.33",2.48,,,,,,,,,
,,2019 - 2020,,,,"85,446.00","2,79,352.00",3.27,,,,,,,,,
,,2020 - 2021,,,,"96,483.00","3,15,436.00",3.27,,,,,,,,,
,,2021 - 2022,,,,"98,357.00","3,03,990.00",3.09,,,,,,,,,
,,2022 - 2023,,,,"90,760.00","2,78,633.00",3.07,,,,,,,,,
,49. Tikamgarh,2013 - 2014,,,,"11,414.00","4,009.00",0.35,,,,,,,,,
,,2014 - 2015,,,,"13,000.00","5,330.00",0.41,,,,,,,,,
,,2015 - 2016,,,,"6,000.00",660,0.11,,,,,,,,,
,,2016 - 2017,,,,"6,000.00","6,000.00",1,,,,,,,,,
,,2017 - 2018,,,,"4,560.00","1,640.00",0.36,,,,,,,,,
,,2018 - 2019,,,,"1,443.00",848,0.59,,,,,,,,,
,,2019 - 2020,,,,"1,060.00",673.33,0.64,,,,,,,,,
,,2020 - 2021,,,,"1,192.00",953.33,0.8,,,,,,,,,
,,2021 - 2022,,,,914,996.66,1.09,,,,,,,,,
,,2022 - 2023,,,,806,"1,561.00",1.94,,,,,,,,,
,50. Ujjain,2017 - 2018,,,,,,,,,,200,380,1.9,,,
,,2018 - 2019,,,,11,7.33,0.67,,,,,,,,,
,,2019 - 2020,,,,1,1.33,1.33,,,,29,,0,,,
,,2020 - 2021,,,,14,14.67,1.05,,,,40,85.33,2.13,,,
,,2021 - 2022,,,,667,804,1.21,,,,,,,,,
,,2022 - 2023,,,,38,75,1.97,,,,,,,,,
,51. Umaria,2013 - 2014,,,,"40,317.00","47,310.00",1.17,,,,,,,,,
,,2014 - 2015,,,,"49,000.00","82,000.00",1.67,,,,,,,,,
,,2015 - 2016,,,,"39,000.00","74,000.00",1.9,,,,,,,,,
,,2016 - 2017,,,,"51,000.00","92,660.00",1.82,,,,,,,,,
,,2017 - 2018,,,,"35,000.00","81,660.00",2.33,,,,20,30,1.5,,,
,,2018 - 2019,,,,"71,937.00","1,52,036.00",2.11,,,,,,,,,
,,2019 - 2020,,,,"72,965.00","1,40,585.33",1.93,,,,2,,0,,,
,,2020 - 2021,,,,"84,481.00","1,71,778.00",2.03,,,,2,4,2,,,
,,2021 - 2022,,,,"87,432.00","1,23,279.33",1.41,,,,,,,,,
,,2022 - 2023,,,,"89,196.00","1,88,650.00",2.12,,,,,,,,,
,52. Vidisha,2013 - 2014,,,,"1,500.00",836,0.56,,,,,,,,,
,,2014 - 2015,,,,"4,000.00","3,330.00",0.83,,,,,,,,,
,,2015 - 2016,,,,"3,000.00","4,000.00",1.33,,,,,,,,,
,,2017 - 2018,,,,"10,500.00","23,800.00",2.27,,,,,,,,,
,,2018 - 2019,,,,"19,950.00","15,385.33",0.77,,,,,,,,,
,,2019 - 2020,,,,"22,476.00","27,983.33",1.25,,,,5,,0,,,
,,2020 - 2021,,,,"20,367.00","38,154.00",1.87,,,,,,,,,
,,2021 - 2022,,,,"57,258.00","1,00,774.66",1.76,,,,,,,,,
,,2022 - 2023,,,,"62,920.00","1,78,693.00",2.84,,,,,,,,,
20. Maharashtra,1. Ahilyanagar,2013 - 2014,,,,"7,900.00","19,000.00",2.41,,,,,,,,,
,,2014 - 2015,,,,"8,600.00","2,200.00",0.26,,,,,,,,,
,,2015 - 2016,,,,"14,000.00","17,200.00",1.23,,,,,,,,,
,,2016 - 2017,,,,"15,000.00","26,200.00",1.75,,,,,,,,,
,,2017 - 2018,,,,"16,200.00","37,300.00",2.3,,,,,,,,,
,,2018 - 2019,,,,"16,245.00","6,711.00",0.41,,,,,,,,,
,,2019 - 2020,,,,"17,331.00","19,469.00",1.12,,,,,,,,,
,,2020 - 2021,,,,"17,595.34","33,172.49",1.89,,,,,,,,,
,,2021 - 2022,,,,"19,551.47","37,007.02",1.89,,,,10,31.13,3.11,,,
,,2022 - 2023,,,,"20,579.65","34,228.07",1.66,,,,,,,,,
,2. Akola,2021 - 2022,,,,,,,,,,88,261.39,2.97,,,
,3. Amravati,2013 - 2014,,,,"4,700.00",800,0.17,,,,,,,,,
,,2014 - 2015,,,,"5,300.00","1,600.00",0.3,,,,,,,,,
,,2015 - 2016,,,,"5,600.00","1,200.00",0.21,,,,,,,,,
,,2016 - 2017,,,,"6,900.00","4,600.00",0.67,,,,,,,,,
,,2017 - 2018,,,,"8,900.00","3,000.00",0.34,,,,,,,,,
,,2018 - 2019,,,,"7,258.00","2,942.00",0.41,,,,,,,,,
,,2019 - 2020,,,,"6,168.00","1,186.00",0.19,,,,,,,,,
,,2020 - 2021,,,,"6,168.00","3,643.55",0.59,,,,,,,,,
,,2021 - 2022,,,,"6,484.64","3,273.45",0.5,,,,,,,,,
,,2022 - 2023,,,,"6,736.20","2,626.44",0.39,,,,,,,,,
,4. Beed,2013 - 2014,,,,500,300,0.6,,,,,,,,,
,,2014 - 2015,,,,400,100,0.25,,,,,,,,,
,,2015 - 2016,,,,300,0,0,,,,,,,,,
,,2016 - 2017,,,,100,70,0.7,,,,,,,,,
,,2017 - 2018,,,,65,30,0.46,,,,,,,,,
,,2018 - 2019,,,,29,9,0.31,,,,,,,,,
,,2019 - 2020,,,,16,2,0.13,,,,,,,,,
,,2020 - 2021,,,,17.25,52.56,3.05,,,,,,,,,
,5. Bhandara,2013 - 2014,,,,"1,86,200.00","3,03,500.00",1.63,,,,"8,400.00","20,770.00",2.47,,,
,,2014 - 2015,,,,"1,88,600.00","3,05,400.00",1.62,,,,"7,600.00","17,400.00",2.29,,,
,,2015 - 2016,,,,"1,80,200.00","2,68,000.00",1.49,,,,"7,700.00","15,900.00",2.06,,,
,,2016 - 2017,,,,"1,68,400.00","3,46,800.00",2.06,,,,"14,000.00","31,600.00",2.26,,,
,,2017 - 2018,,,,"1,64,700.00","2,00,900.00",1.22,,,,"8,181.00","18,700.00",2.29,,,
,,2018 - 2019,,,,"1,65,010.00","3,51,437.00",2.13,,,,"10,780.00","30,800.00",2.86,,,
,,2019 - 2020,,,,"1,77,510.00","2,88,254.00",1.62,,,,"13,054.00","35,015.00",2.68,,,
,,2020 - 2021,,,,"1,77,821.85","3,59,897.03",2.02,,,,"13,053.96","37,927.55",2.91,,,
,,2021 - 2022,,,,"1,76,994.98","3,59,581.76",2.03,,,,"16,515.87","45,645.57",2.76,,,
,,2022 - 2023,,,,"1,77,018.89","3,78,850.48",2.14,,,,"62,760.31","1,61,538.76",2.57,,,
,6. Buldhana,2016 - 2017,,,,10,4,0.4,,,,,,,,,
,7. Chandrapur,2013 - 2014,,,,"1,60,200.00","2,11,300.00",1.32,,,,"3,200.00","6,900.00",2.16,,,
,,2014 - 2015,,,,"1,41,800.00","1,06,700.00",0.75,,,,"4,000.00","6,800.00",1.7,,,
,,2015 - 2016,,,,"1,37,400.00","1,13,200.00",0.82,,,,"2,300.00","4,000.00",1.74,,,
,,2016 - 2017,,,,"1,36,400.00","2,34,000.00",1.72,,,,"6,700.00","11,500.00",1.72,,,
,,2017 - 2018,,,,"1,29,400.00","92,700.00",0.72,,,,"3,188.00","6,400.00",2.01,,,
,,2018 - 2019,,,,"1,32,251.00","2,32,195.00",1.76,,,,"2,720.00","4,350.00",1.6,,,
,,2019 - 2020,,,,"1,38,598.00","1,93,610.00",1.4,,,,"5,208.00","12,968.00",2.49,,,
,,2020 - 2021,,,,"1,42,764.59","1,94,685.78",1.36,,,,"5,208.00","10,526.86",2.02,,,
,,2021 - 2022,,,,"1,43,676.03","2,49,044.55",1.73,,,,"5,728.80","11,520.79",2.01,,,
,,2022 - 2023,,,,"1,49,246.85","2,48,433.75",1.66,,,,"10,311.84","22,335.76",2.17,,,
,8. Chhatrapati Sambhajinagar,2016 - 2017,,,,"6,500.00","3,100.00",0.48,,,,,,,,,
,,2019 - 2020,,,,5,1,0.2,,,,,,,,,
,,2020 - 2021,,,,0.25,0.76,3.04,,,,,,,,,
,9. Dharashiv,2013 - 2014,,,,"13,100.00","6,400.00",0.49,,,,,,,,,
,,2014 - 2015,,,,"13,100.00","2,500.00",0.19,,,,,,,,,
,,2015 - 2016,,,,"6,200.00",600,0.1,,,,,,,,,
,,2016 - 2017,,,,"6,300.00","1,200.00",0.19,,,,,,,,,
,,2017 - 2018,,,,"7,500.00","2,200.00",0.29,,,,,,,,,
,,2019 - 2020,,,,"1,221.00",139,0.11,,,,,,,,,
,,2020 - 2021,,,,"1,141.76",749.33,0.66,,,,,,,,,
,,2021 - 2022,,,,665.82,229.84,0.35,,,,,,,,,
,,2022 - 2023,,,,367.67,143.37,0.39,,,,,,,,,
,10. Dhule,2013 - 2014,,,,"7,700.00","9,700.00",1.26,,,,,,,,,
,,2014 - 2015,,,,100,0,0,,,,,,,,,
,,2015 - 2016,,,,"2,300.00","2,700.00",1.17,,,,,,,,,
,,2016 - 2017,,,,"6,400.00","10,500.00",1.64,,,,,,,,,
,,2017 - 2018,,,,"7,000.00","14,100.00",2.01,,,,,,,,,
,,2018 - 2019,,,,"6,870.00","9,305.00",1.35,,,,,,,,,
,,2019 - 2020,,,,"6,838.00","9,742.00",1.42,,,,,,,,,
,,2020 - 2021,,,,"6,830.00","8,480.13",1.24,,,,,,,,,
,,2021 - 2022,,,,"6,983.93","8,236.14",1.18,,,,24,64.44,2.69,,,
,,2022 - 2023,,,,"7,275.66","12,358.44",1.7,,,,,,,,,
,11. Gadchiroli,2013 - 2014,,,,"1,53,000.00","2,25,600.00",1.47,,,,"3,000.00","6,400.00",2.13,,,
,,2014 - 2015,,,,"1,52,800.00","2,01,600.00",1.32,,,,"2,900.00","4,500.00",1.55,,,
,,2015 - 2016,,,,"1,50,500.00","1,26,300.00",0.84,,,,"2,200.00","4,400.00",2,,,
,,2016 - 2017,,,,"1,48,300.00","2,74,900.00",1.85,,,,"5,100.00","10,400.00",2.04,,,
,,2017 - 2018,,,,"1,48,500.00","1,81,800.00",1.22,,,,"3,295.00","6,400.00",1.94,,,
,,2018 - 2019,,,,"1,50,119.00","2,69,686.00",1.8,,,,"4,040.00","7,480.00",1.85,,,
,,2019 - 2020,,,,"1,71,267.00","2,91,081.00",1.7,,,,"9,130.00","21,176.00",2.32,,,
,,2020 - 2021,,,,"1,71,321.16","2,73,230.69",1.59,,,,"10,043.00","25,221.89",2.51,,,
,,2021 - 2022,,,,"1,75,277.08","2,66,085.07",1.52,,,,"15,321.14","35,246.28",2.3,,,
,,2022 - 2023,,,,"1,78,684.75","3,21,665.03",1.8,,,,"10,724.80","24,259.28",2.26,,,
,12. Gondia,2013 - 2014,,,,"1,88,100.00","2,92,500.00",1.56,,,,"13,400.00","32,820.00",2.45,,,
,,2014 - 2015,,,,"1,74,700.00","3,40,600.00",1.95,,,,"12,900.00","36,100.00",2.8,,,
,,2015 - 2016,,,,"1,72,100.00","2,63,600.00",1.53,,,,"10,400.00","26,300.00",2.53,,,
,,2016 - 2017,,,,"1,73,200.00","4,23,300.00",2.44,,,,"36,100.00","87,000.00",2.41,,,
,,2017 - 2018,,,,"1,38,500.00","2,18,500.00",1.58,,,,"4,511.00","11,000.00",2.44,,,
,,2018 - 2019,,,,"1,28,536.00","3,21,010.00",2.5,,,,"23,510.00","69,800.00",2.97,,,
,,2019 - 2020,,,,"1,51,992.00","3,02,721.00",1.99,,,,"40,835.00","1,06,718.00",2.61,,,
,,2020 - 2021,,,,"1,52,861.58","3,00,671.33",1.97,,,,"52,759.76","1,72,014.62",3.26,,,
,,2021 - 2022,,,,"1,53,446.30","3,10,499.37",2.02,,,,"57,946.99","1,91,291.13",3.3,,,
,,2022 - 2023,,,,"1,90,841.17","4,89,692.62",2.57,,,,"75,331.09","2,37,997.28",3.16,,,
,13. Jalna,2019 - 2020,,,,11,2,0.18,,,,,,,,,
,14. Kolhapur,2013 - 2014,,,,"1,08,800.00","3,39,600.00",3.12,,,,800,"2,200.00",2.75,,,
,,2014 - 2015,,,,"1,10,900.00","3,35,200.00",3.02,,,,900,"3,400.00",3.78,,,
,,2015 - 2016,,,,"1,11,500.00","2,73,300.00",2.45,,,,900,"3,300.00",3.67,,,
,,2016 - 2017,,,,"1,13,800.00","3,96,000.00",3.48,,,,400,"1,800.00",4.5,,,
,,2017 - 2018,,,,"1,09,200.00","3,33,300.00",3.05,,,,256,"1,000.00",3.91,,,
,,2018 - 2019,,,,"1,06,512.00","3,27,615.00",3.08,,,,390,"1,330.00",3.41,,,
,,2019 - 2020,,,,"1,11,359.00","2,70,993.00",2.43,,,,437,"1,487.00",3.4,,,
,,2020 - 2021,,,,"1,01,775.35","3,41,243.79",3.35,,,,484.24,"1,274.33",2.63,,,
,,2021 - 2022,,,,"95,182.00","3,19,462.31",3.36,,,,423.71,"1,318.99",3.11,,,
,,2022 - 2023,,,,"94,433.27","2,90,546.82",3.08,,,,296.6,"1,173.06",3.96,,,
,15. Latur,2013 - 2014,,,,"7,600.00","5,100.00",0.67,,,,,,,,,
,,2014 - 2015,,,,"5,800.00","1,100.00",0.19,,,,,,,,,
,,2015 - 2016,,,,"3,800.00",300,0.08,,,,,,,,,
,,2016 - 2017,,,,"3,300.00",900,0.27,,,,,,,,,
,,2017 - 2018,,,,"2,800.00",800,0.29,,,,,,,,,
,,2018 - 2019,,,,"1,945.00",404,0.21,,,,,,,,,
,,2019 - 2020,,,,879,71,0.08,,,,,,,,,
,,2020 - 2021,,,,907.55,595.63,0.66,,,,,,,,,
,,2021 - 2022,,,,611.36,209.99,0.34,,,,,,,,,
,,2022 - 2023,,,,350.61,136.7,0.39,,,,,,,,,
,16. Nagpur,2013 - 2014,,,,"77,700.00","1,05,000.00",1.35,,,,100,200,2,,,
,,2014 - 2015,,,,"78,800.00","95,500.00",1.21,,,,,,,,,
,,2015 - 2016,,,,"88,700.00","1,07,300.00",1.21,,,,,,,,,
,,2016 - 2017,,,,"87,600.00","1,70,200.00",1.94,,,,100,200,2,,,
,,2017 - 2018,,,,"97,200.00","1,83,400.00",1.89,,,,75,200,2.67,,,
,,2018 - 2019,,,,"98,186.00","2,03,262.00",2.07,,,,24,70,2.92,,,
,,2019 - 2020,,,,"99,473.00","1,55,943.00",1.57,,,,56,127,2.27,,,
,,2020 - 2021,,,,"98,040.08","2,13,591.45",2.18,,,,56,169.72,3.03,,,
,,2021 - 2022,,,,"98,433.30","2,21,412.30",2.25,,,,69.55,206.59,2.97,,,
,,2022 - 2023,,,,"99,422.87","1,99,559.80",2.01,,,,354.71,994.47,2.8,,,
,17. Nanded,2013 - 2014,,,,800,400,0.5,,,,,,,,,
,,2014 - 2015,,,,800,100,0.13,,,,,,,,,
,,2015 - 2016,,,,400,100,0.25,,,,,,,,,
,,2016 - 2017,,,,200,100,0.5,,,,500,"1,200.00",2.4,,,
,,2017 - 2018,,,,700,"1,000.00",1.43,,,,108,200,1.85,,,
,,2018 - 2019,,,,606,535,0.88,,,,234,640,2.74,,,
,,2019 - 2020,,,,582,400,0.69,,,,279,720,2.58,,,
,,2020 - 2021,,,,582.13,"1,561.63",2.68,,,,309.64,938.45,3.03,,,
,,2021 - 2022,,,,595.93,"1,342.47",2.25,,,,319.54,994.72,3.11,,,
,,2022 - 2023,,,,924,"1,831.05",1.98,,,,369.99,"1,463.31",3.96,,,
,18. Nandurbar,2013 - 2014,,,,"22,500.00","20,300.00",0.9,,,,,,,,,
,,2014 - 2015,,,,"18,200.00","9,000.00",0.49,,,,,,,,,
,,2015 - 2016,,,,"18,900.00","17,300.00",0.92,,,,,,,,,
,,2016 - 2017,,,,"25,300.00","29,400.00",1.16,,,,,,,,,
,,2017 - 2018,,,,"26,600.00","30,100.00",1.13,,,,,,,,,
,,2018 - 2019,,,,"26,116.00","22,519.00",0.86,,,,,,,,,
,,2019 - 2020,,,,"26,962.00","43,273.00",1.6,,,,,,,,,
,,2020 - 2021,,,,"28,232.23","49,163.09",1.74,,,,,,,,,
,,2021 - 2022,,,,"30,046.07","36,090.10",1.2,,,,8,21.48,2.69,,,
,,2022 - 2023,,,,"24,060.25","45,479.79",1.89,,,,,,,,,
,19. Nashik,2013 - 2014,,,,"72,600.00","93,300.00",1.29,,,,,,,,,
,,2014 - 2015,,,,"71,200.00","86,700.00",1.22,,,,,,,,,
,,2015 - 2016,,,,"69,600.00","1,01,100.00",1.45,,,,,,,,,
,,2016 - 2017,,,,"71,900.00","1,45,800.00",2.03,,,,,,,,,
,,2017 - 2018,,,,"72,500.00","1,53,600.00",2.12,,,,,,,,,
,,2018 - 2019,,,,"74,046.00","1,26,516.00",1.71,,,,,,,,,
,,2019 - 2020,,,,"76,288.00","90,539.00",1.19,,,,,,,,,
,,2020 - 2021,,,,"76,543.71","1,48,821.69",1.94,,,,,,,,,
,,2021 - 2022,,,,"78,129.45","1,34,255.58",1.72,,,,6,16.11,2.69,,,
,,2022 - 2023,,,,"92,318.50","2,30,131.55",2.49,,,,11.2,44.3,3.96,,,
,20. Palghar,2014 - 2015,,,,"74,800.00","1,88,300.00",2.52,,,,,,,,,
,,2015 - 2016,,,,"77,100.00","1,77,300.00",2.3,,,,"1,400.00","4,000.00",2.86,,,
,,2016 - 2017,,,,"76,400.00","2,22,700.00",2.91,,,,"1,200.00","2,900.00",2.42,,,
,,2017 - 2018,,,,"76,700.00","1,42,000.00",1.85,,,,"1,230.00","3,100.00",2.52,,,
,,2018 - 2019,,,,"76,714.00","1,34,767.00",1.76,,,,"1,325.00","3,500.00",2.64,,,
,,2019 - 2020,,,,"76,714.00","1,36,746.00",1.78,,,,"1,325.00","3,496.00",2.64,,,
,,2020 - 2021,,,,"76,714.30","1,44,869.52",1.89,,,,"1,324.80","3,006.95",2.27,,,
,,2021 - 2022,,,,"76,716.77","1,63,879.92",2.14,,,,"1,324.80","2,810.21",2.12,,,
,,2022 - 2023,,,,"77,137.04","1,83,240.00",2.38,,,,"1,788.48","7,073.45",3.96,,,
,21. Parbhani,2013 - 2014,,,,700,300,0.43,,,,,,,,,
,,2014 - 2015,,,,300,,0,,,,,,,,,
,,2016 - 2017,,,,20,4,0.2,,,,,,,,,
,,2018 - 2019,,,,10,2,0.2,,,,,,,,,
,,2019 - 2020,,,,10,1,0.1,,,,,,,,,
,,2020 - 2021,,,,10,6.56,0.66,,,,,,,,,
,22. Pune,2013 - 2014,,,,"82,100.00","1,53,200.00",1.87,,,,,,,,,
,,2014 - 2015,,,,"82,100.00","1,36,100.00",1.66,,,,,,,,,
,,2015 - 2016,,,,"54,600.00","1,07,300.00",1.97,,,,,,,,,
,,2016 - 2017,,,,"53,500.00","1,15,400.00",2.16,,,,,,,,,
,,2017 - 2018,,,,"52,000.00","1,24,000.00",2.38,,,,,,,,,
,,2018 - 2019,,,,"57,969.00","1,06,233.00",1.83,,,,,,,,,
,,2019 - 2020,,,,"59,509.00","1,07,626.00",1.81,,,,,,,,,
,,2020 - 2021,,,,"61,018.25","1,27,824.89",2.09,,,,,,,,,
,,2021 - 2022,,,,"59,746.08","1,66,637.14",2.79,,,,27,84.05,3.11,,,
,,2022 - 2023,,,,"59,820.51","1,51,843.76",2.54,,,,,,,,,
,23. Raigad,2013 - 2014,,,,"1,24,100.00","3,55,100.00",2.86,,,,"3,800.00","10,800.00",2.84,,,
,,2014 - 2015,,,,"1,16,200.00","3,20,700.00",2.76,,,,"9,100.00","30,100.00",3.31,,,
,,2015 - 2016,,,,"1,12,100.00","3,28,900.00",2.93,,,,"3,500.00","11,000.00",3.14,,,
,,2016 - 2017,,,,"1,09,400.00","2,97,200.00",2.72,,,,"3,900.00","11,900.00",3.05,,,
,,2017 - 2018,,,,"1,10,500.00","2,99,000.00",2.71,,,,"3,737.00","11,800.00",3.16,,,
,,2018 - 2019,,,,"1,11,159.00","3,14,775.00",2.83,,,,"2,920.00","9,280.00",3.18,,,
,,2019 - 2020,,,,"95,932.00","1,85,513.00",1.93,,,,"2,969.00","9,914.00",3.34,,,
,,2020 - 2021,,,,"95,552.17","1,75,742.34",1.84,,,,"3,124.30","8,740.42",2.8,,,
,,2021 - 2022,,,,"95,967.49","2,18,410.20",2.28,,,,"3,124.30","9,094.34",2.91,,,
,,2022 - 2023,,,,"95,155.61","2,53,990.00",2.67,,,,937.29,"3,797.54",4.05,,,
,24. Ratnagiri,2013 - 2014,,,,"72,100.00","2,13,200.00",2.96,,,,,,,,,
,,2014 - 2015,,,,"72,500.00","2,20,500.00",3.04,,,,,,,,,
,,2015 - 2016,,,,"71,000.00","1,74,100.00",2.45,,,,,,,,,
,,2016 - 2017,,,,"75,300.00","2,36,300.00",3.14,,,,40,100,2.5,,,
,,2017 - 2018,,,,"75,200.00","2,24,400.00",2.98,,,,29,100,3.45,,,
,,2018 - 2019,,,,"76,106.00","2,40,930.00",3.17,,,,10,30,3,,,
,,2019 - 2020,,,,"75,397.00","2,38,591.00",3.16,,,,14,28,2,,,
,,2020 - 2021,,,,"75,842.08","2,13,611.59",2.82,,,,14,27.4,1.96,,,
,,2021 - 2022,,,,"77,223.45","2,21,160.16",2.86,,,,14,37.59,2.69,,,
,,2022 - 2023,,,,"69,190.23","2,06,440.00",2.98,,,,10.5,37.5,3.57,,,
